window,NewsScore,StockPrice_IXIC,StockPrice_COG,StockPrice_DVN,StockPrice_HFC
"Row(start=datetime.datetime(2016, 4, 9, 20, 0), end=datetime.datetime(2016, 4, 20, 20, 0))","[0.664325, 0.664325, 0.42067499999999997, 0.42067499999999997, 0.41238461538461546, 0.41238461538461535, 0.14791666666666667, 0.14791666666666667, 0.3383333333333334, 0.3383333333333334, 0.37639230769230764, 0.37639230769230775, 0.9062, 0.9062, 0.5629500000000001, 0.5629500000000001, 0.18337142857142855, 0.1833714285714286, 0.4356461538461539, 0.43564615384615385, 0.12254444444444444, 0.12254444444444444]","[0.22913401502126504, 0.26278888788344945, 0.2964437607456339, 0.0, 0.04017735951497602, 0.2868048140439779, 0.5292082164509999, 0.8452194371550086, 0.8467034657497059, 0.8338792869423581, 0.781543751696679, 0.7770228938557596, 0.7490608994661143, 0.7210989050764623, 0.693136910686817, 0.665174916297165, 0.6372129219075197, 0.9386227490724821, 1.0, 0.792663107411094, 0.8049696860012668, 0.8504823092932766, 4833.39990234375, 4968.2998046875]","[0.7828564966948419, 0.7842850992637648, 0.7857137018326875, 0.3714284935776917, 0.5285706889880709, 1.0, 0.9928569871553834, 0.5785717789003875, 0.5357137018326875, 0.2999997275219209, 0.15000054495615828, 0.45714328532269577, 0.36571462825815665, 0.2742859711936175, 0.18285731412907832, 0.09142865706453916, 0.0, 0.7285709614661501, 0.9357142467888458, 0.7785706889880709, 0.7214279486215334, 0.8071427403665375, 22.389999389648438, 23.790000915527344]","[0.0, 0.008224804122539798, 0.016449608245080204, 0.023303448268198475, 0.15010292035485565, 0.35058239828252324, 0.31631254451760443, 0.35058239828252324, 0.3882796622959968, 0.4174092177497428, 0.35915010684225074, 0.4259765994848066, 0.37697041772702183, 0.32796423596923713, 0.278958054211453, 0.22995187245366822, 0.18094569069588348, 0.5287868144288905, 0.6830023002573482, 0.806374035270787, 0.7001370637274758, 1.0, 28.91400032043457, 34.75]","[0.7887997436523448, 0.8183996582031255, 0.8479995727539062, 0.4239990234375, 0.44399871826171877, 0.7039993286132813, 0.8080001831054687, 0.9479995727539062, 1.0, 0.7519989013671875, 0.6239990234375, 0.21199951171875, 0.16959960937500113, 0.12719970703124944, 0.08479980468750056, 0.042399902343748866, 0.0, 0.479998779296875, 0.5080001831054688, 0.5080001831054688, 0.4720001220703125, 0.6919998168945313, 33.560001373291016, 36.060001373291016]"
"Row(start=datetime.datetime(2016, 4, 10, 20, 0), end=datetime.datetime(2016, 4, 21, 20, 0))","[0.42067499999999997, 0.42067499999999997, 0.41238461538461546, 0.41238461538461535, 0.14791666666666667, 0.14791666666666667, 0.3383333333333334, 0.3383333333333334, 0.37639230769230764, 0.37639230769230775, 0.9062, 0.9062, 0.5629500000000001, 0.5629500000000001, 0.18337142857142855, 0.1833714285714286, 0.4356461538461539, 0.43564615384615385, 0.12254444444444444, 0.12254444444444444, 0.33372500000000005, 0.333725]","[0.2964437607456339, 0.0, 0.04017735951497602, 0.2868048140439779, 0.5292082164509999, 0.8452194371550086, 0.8467034657497059, 0.8338792869423581, 0.781543751696679, 0.7770228938557596, 0.7490608994661143, 0.7210989050764623, 0.693136910686817, 0.665174916297165, 0.6372129219075197, 0.9386227490724821, 1.0, 0.792663107411094, 0.8049696860012668, 0.8504823092932766, 0.8578228214641209, 0.8338792869423581, 4833.39990234375, 4968.2998046875]","[0.7857137018326875, 0.3714284935776917, 0.5285706889880709, 1.0, 0.9928569871553834, 0.5785717789003875, 0.5357137018326875, 0.2999997275219209, 0.15000054495615828, 0.45714328532269577, 0.36571462825815665, 0.2742859711936175, 0.18285731412907832, 0.09142865706453916, 0.0, 0.7285709614661501, 0.9357142467888458, 0.7785706889880709, 0.7214279486215334, 0.8071427403665375, 0.7642846632988376, 0.31428575321115415, 22.389999389648438, 23.790000915527344]","[0.0, 0.0068374368496471405, 0.13333344201416003, 0.33333311597167997, 0.2991452796384841, 0.33333311597167997, 0.3709401597934195, 0.4, 0.34188031958683895, 0.40854687757267893, 0.3596579814384015, 0.310769085304124, 0.2618801891698472, 0.2129912930355697, 0.16410239690129227, 0.5111110386572266, 0.6649574433052883, 0.7880339149387774, 0.6820511984506461, 0.9811964780891302, 1.0, 0.841025599225323, 29.010000228881836, 34.86000061035156]","[0.8479995727539062, 0.4239990234375, 0.44399871826171877, 0.7039993286132813, 0.8080001831054687, 0.9479995727539062, 1.0, 0.7519989013671875, 0.6239990234375, 0.21199951171875, 0.16959960937500113, 0.12719970703124944, 0.08479980468750056, 0.042399902343748866, 0.0, 0.479998779296875, 0.5080001831054688, 0.5080001831054688, 0.4720001220703125, 0.6919998168945313, 0.6919998168945313, 0.9959991455078125, 33.560001373291016, 36.060001373291016]"
"Row(start=datetime.datetime(2016, 4, 11, 20, 0), end=datetime.datetime(2016, 4, 22, 20, 0))","[0.41238461538461546, 0.41238461538461535, 0.14791666666666667, 0.14791666666666667, 0.3383333333333334, 0.3383333333333334, 0.37639230769230764, 0.37639230769230775, 0.9062, 0.9062, 0.5629500000000001, 0.5629500000000001, 0.18337142857142855, 0.1833714285714286, 0.4356461538461539, 0.43564615384615385, 0.12254444444444444, 0.12254444444444444, 0.33372500000000005, 0.333725, 0.1048363636363636, 0.10483636363636363]","[0.0, 0.25695107004808143, 0.509501272744414, 0.8387404544168945, 0.8402866031865749, 0.8269256151598001, 0.7723993589139247, 0.7676892618082398, 0.7385568021118157, 0.7094243424153847, 0.6802918827189606, 0.6511594230225295, 0.6220269633261054, 0.9360535495427548, 1.0, 0.7839841614028472, 0.7968058829075139, 0.8442236259074196, 0.8518714056754974, 0.8269256151598001, 0.45891581031394363, 0.5206222306024324, 4838.81982421875, 4968.2998046875]","[0.5285706889880709, 1.0, 0.9928569871553834, 0.5785717789003875, 0.5357137018326875, 0.2999997275219209, 0.15000054495615828, 0.45714328532269577, 0.36571462825815665, 0.2742859711936175, 0.18285731412907832, 0.09142865706453916, 0.0, 0.7285709614661501, 0.9357142467888458, 0.7785706889880709, 0.7214279486215334, 0.8071427403665375, 0.7642846632988376, 0.31428575321115415, 0.43571424678884585, 0.6214284935776917, 22.389999389648438, 23.790000915527344]","[0.0, 0.21626584139461388, 0.17929747517802508, 0.21626584139461388, 0.25693150256064207, 0.28835480775264966, 0.22550819736863445, 0.29759681116683906, 0.24473173369886725, 0.1918666562308954, 0.13900157876292424, 0.08613650129495239, 0.033271423826980555, 0.40850261493626777, 0.5748614968703264, 0.707947897297911, 0.5933455036987052, 0.9168205590329707, 0.9371533896159848, 0.765249446657345, 0.8280960570413602, 1.0, 29.790000915527344, 35.20000076293945]","[0.41729205237895145, 0.6616535422907975, 0.7593987118942555, 0.8909770931718349, 0.9398496779735639, 0.706765925286425, 0.5864652812335527, 0.19924767281941996, 0.15939813825553703, 0.11954860369165145, 0.07969906912776852, 0.039849534563882925, 0.0, 0.4511266981498717, 0.47744380850218626, 0.47744380850218626, 0.44360916273126605, 0.6503758050660904, 0.6503758050660904, 0.9360894761674623, 0.9774430914537869, 1.0, 33.560001373291016, 36.220001220703125]"
"Row(start=datetime.datetime(2016, 4, 12, 20, 0), end=datetime.datetime(2016, 4, 23, 20, 0))","[0.14791666666666667, 0.14791666666666667, 0.3383333333333334, 0.3383333333333334, 0.37639230769230764, 0.37639230769230775, 0.9062, 0.9062, 0.5629500000000001, 0.5629500000000001, 0.18337142857142855, 0.1833714285714286, 0.4356461538461539, 0.43564615384615385, 0.12254444444444444, 0.12254444444444444, 0.33372500000000005, 0.333725, 0.1048363636363636, 0.10483636363636363, -0.01772499999999999, -0.01772499999999999]","[0.09348907876946237, 0.7019695850350567, 0.704827086324417, 0.6801340934751398, 0.5793618711754784, 0.5706569465159392, 0.5168160466121238, 0.4629751467082953, 0.4091342468044798, 0.35529334690065134, 0.3014524469968358, 0.8818179283812604, 1.0, 0.6007722222996613, 0.6244685744553323, 0.712103260339276, 0.7262374374485998, 0.6801340934751398, 0.0, 0.1140421795068371, 0.07193515562928014, 0.029828131751723178, 4898.240234375, 4968.2998046875]","[1.0, 0.5827342571844542, 0.5395678418576186, 0.30215804632794563, 0.15107970925996314, 0.46043215814238136, 0.3683457265139051, 0.27625929488542883, 0.18417286325695256, 0.09208643162847628, 0.0, 0.7338125942524367, 0.9424461517562, 0.7841720399417642, 0.726618191697964, 0.8129496501596546, 0.769783234832819, 0.3165468514368908, 0.4388489504789636, 0.6258993003193091, 0.5712229386589018, 0.5165465769984947, 22.389999389648438, 23.780000686645508]","[0.15105175842542762, 0.18929244679209942, 0.23135767809726163, 0.26386246379047323, 0.19885289240405, 0.2734225447087137, 0.2187380357669708, 0.16405352682522792, 0.10936901788348574, 0.05468450894174287, 0.0, 0.3881453391961494, 0.5602297132741582, 0.6978964831491448, 0.579349875110639, 0.9139578129609957, 0.9349904286135767, 0.7571701518621079, 0.8221797232485311, 1.0, 0.9908221180900115, 0.981644236180023, 29.969999313354492, 35.20000076293945]","[0.7593987118942555, 0.8909770931718349, 0.9398496779735639, 0.706765925286425, 0.5864652812335527, 0.19924767281941996, 0.15939813825553703, 0.11954860369165145, 0.07969906912776852, 0.039849534563882925, 0.0, 0.4511266981498717, 0.47744380850218626, 0.47744380850218626, 0.44360916273126605, 0.6503758050660904, 0.6503758050660904, 0.9360894761674623, 0.9774430914537869, 1.0, 0.9984962060969197, 0.9969924121938394, 33.560001373291016, 36.220001220703125]"
"Row(start=datetime.datetime(2016, 4, 13, 20, 0), end=datetime.datetime(2016, 4, 24, 20, 0))","[0.3383333333333334, 0.3383333333333334, 0.37639230769230764, 0.37639230769230775, 0.9062, 0.9062, 0.5629500000000001, 0.5629500000000001, 0.18337142857142855, 0.1833714285714286, 0.4356461538461539, 0.43564615384615385, 0.12254444444444444, 0.12254444444444444, 0.33372500000000005, 0.333725, 0.1048363636363636, 0.10483636363636363, -0.01772499999999999, -0.01772499999999999, 0.0, 0.0]","[0.7200522985033593, 0.6966329863952511, 0.6010586613116675, 0.5928027423664157, 0.5417389913369097, 0.4906752403073913, 0.43961148927788524, 0.38854773824836686, 0.3374839872188608, 0.8879138370259129, 1.0, 0.6213646525044726, 0.6438387312985928, 0.7269531626977891, 0.7403582896961644, 0.6966329863952511, 0.05158065484177821, 0.15974046405006903, 0.11980534803755485, 0.07987023202504068, 0.03993511601251418, 0.0, 4894.42998046875, 4968.2998046875]","[0.5725184837904655, 0.3206104091622526, 0.16030593257602452, 0.48855009624092555, 0.3908400769927404, 0.2931300577445553, 0.1954200384963702, 0.0977100192481851, 0.0, 0.7786254873925843, 1.0, 0.8320603129213271, 0.7709917328899359, 0.8625953309319209, 0.8167928039160302, 0.33587791816754947, 0.4656488327329802, 0.6641220818324505, 0.6061067124041595, 0.5480913429758685, 0.49007597354757737, 0.4320606041192863, 22.389999389648438, 23.700000762939453]","[0.23135767809726163, 0.26386246379047323, 0.19885289240405, 0.2734225447087137, 0.2187380357669708, 0.16405352682522792, 0.10936901788348574, 0.05468450894174287, 0.0, 0.3881453391961494, 0.5602297132741582, 0.6978964831491448, 0.579349875110639, 0.9139578129609957, 0.9349904286135767, 0.7571701518621079, 0.8221797232485311, 1.0, 0.9908221180900115, 0.981644236180023, 0.9724663542700346, 0.963288472360046, 29.969999313354492, 35.20000076293945]","[0.9398496779735639, 0.706765925286425, 0.5864652812335527, 0.19924767281941996, 0.15939813825553703, 0.11954860369165145, 0.07969906912776852, 0.039849534563882925, 0.0, 0.4511266981498717, 0.47744380850218626, 0.47744380850218626, 0.44360916273126605, 0.6503758050660904, 0.6503758050660904, 0.9360894761674623, 0.9774430914537869, 1.0, 0.9984962060969197, 0.9969924121938394, 0.9954886182907563, 0.993984824387676, 33.560001373291016, 36.220001220703125]"
"Row(start=datetime.datetime(2016, 4, 14, 20, 0), end=datetime.datetime(2016, 4, 25, 20, 0))","[0.37639230769230764, 0.37639230769230775, 0.9062, 0.9062, 0.5629500000000001, 0.5629500000000001, 0.18337142857142855, 0.1833714285714286, 0.4356461538461539, 0.43564615384615385, 0.12254444444444444, 0.12254444444444444, 0.33372500000000005, 0.333725, 0.1048363636363636, 0.10483636363636363, -0.01772499999999999, -0.01772499999999999, 0.0, 0.0, 0.4485833333333334, 0.44858333333333333]","[0.6163786254107686, 0.6084397465152199, 0.5593369224608665, 0.5102340984065012, 0.4611312743521479, 0.4120284502977827, 0.3629256262434293, 0.8922181189497035, 1.0, 0.6359048351522625, 0.6575158745796971, 0.7374385833328037, 0.7503289327324617, 0.7082827486699677, 0.08800142378612698, 0.19200772912468933, 0.15360618329975384, 0.11520463747481834, 0.076803091649871, 0.0384015458249355, 0.0, 0.0561060720664603, 4891.47998046875, 4968.2998046875]","[0.21985780105675243, 0.5248225895033588, 0.4340422538640723, 0.3432619182247858, 0.2524815825854993, 0.16170124694621277, 0.07092091130692625, 0.7943255695668289, 1.0, 0.8439707485735466, 0.7872332078902017, 0.8723401952800556, 0.829786025220292, 0.38297806143015994, 0.503545504473477, 0.6879428498767663, 0.6340419833181377, 0.580141116759509, 0.5262402502008804, 0.4723393836422517, 0.41843851708362306, 0.0, 22.290000915527344, 23.700000762939453]","[0.19885289240405, 0.2734225447087137, 0.2187380357669708, 0.16405352682522792, 0.10936901788348574, 0.05468450894174287, 0.0, 0.3881453391961494, 0.5602297132741582, 0.6978964831491448, 0.579349875110639, 0.9139578129609957, 0.9349904286135767, 0.7571701518621079, 0.8221797232485311, 1.0, 0.9908221180900115, 0.981644236180023, 0.9724663542700346, 0.963288472360046, 0.9541105904500575, 0.7609943301068881, 29.969999313354492, 35.20000076293945]","[0.5016074488480461, 0.17041778950944905, 0.13633423160756017, 0.10225067370566897, 0.06816711580378008, 0.0340835579018889, 0.0, 0.38585150631633564, 0.40836069655707885, 0.40836069655707885, 0.3794217109241512, 0.5562705224178092, 0.5562705224178092, 0.8006432248576233, 0.8360132324747598, 0.8553062984273864, 0.854020094030545, 0.8527338896337038, 0.8514476852368601, 0.8501614808400189, 0.8488752764431775, 1.0, 33.560001373291016, 36.66999816894531]"
"Row(start=datetime.datetime(2016, 4, 15, 20, 0), end=datetime.datetime(2016, 4, 26, 20, 0))","[0.9062, 0.9062, 0.5629500000000001, 0.5629500000000001, 0.18337142857142855, 0.1833714285714286, 0.4356461538461539, 0.43564615384615385, 0.12254444444444444, 0.12254444444444444, 0.33372500000000005, 0.333725, 0.1048363636363636, 0.10483636363636363, -0.01772499999999999, -0.01772499999999999, 0.0, 0.0, 0.4485833333333334, 0.44858333333333333, 0.3391090909090909, 0.3391090909090909]","[0.5769601113002774, 0.5298210286732423, 0.4826819460462187, 0.43554286341918375, 0.38840378079216015, 0.8965285786637865, 1.0, 0.6504658868325187, 0.6712126482020491, 0.7479390533374827, 0.7603138862955438, 0.719949231454531, 0.12447446622854388, 0.22432130631372765, 0.18745553175780214, 0.15058975720187665, 0.11372398264593976, 0.07685820809001426, 0.03999243353408876, 0.09385468724257236, 0.19407985062331815, 0.0, 4888.27978515625, 4968.2998046875]","[0.4340422538640723, 0.3432619182247858, 0.2524815825854993, 0.16170124694621277, 0.07092091130692625, 0.7943255695668289, 1.0, 0.8439707485735466, 0.7872332078902017, 0.8723401952800556, 0.829786025220292, 0.38297806143015994, 0.503545504473477, 0.6879428498767663, 0.6340419833181377, 0.580141116759509, 0.5262402502008804, 0.4723393836422517, 0.41843851708362306, 0.0, 0.08510563466018078, 0.3687933380769054, 22.290000915527344, 23.700000762939453]","[0.2187380357669708, 0.16405352682522792, 0.10936901788348574, 0.05468450894174287, 0.0, 0.3881453391961494, 0.5602297132741582, 0.6978964831491448, 0.579349875110639, 0.9139578129609957, 0.9349904286135767, 0.7571701518621079, 0.8221797232485311, 1.0, 0.9908221180900115, 0.981644236180023, 0.9724663542700346, 0.963288472360046, 0.9541105904500575, 0.7609943301068881, 0.8374757068402316, 0.8891010190636343, 29.969999313354492, 35.20000076293945]","[0.11910093095821912, 0.08932569821866335, 0.05955046547910956, 0.02977523273955378, 0.0, 0.3370780256142095, 0.356741946268452, 0.356741946268452, 0.33146098719289524, 0.48595526085689306, 0.48595526085689306, 0.6994380818488865, 0.7303371508906681, 0.7471914807893428, 0.7460678587960983, 0.7449442368028537, 0.7438206148096072, 0.7426969928163625, 0.7415733708231179, 0.8735952046222162, 0.963483892536904, 1.0, 33.560001373291016, 37.119998931884766]"
"Row(start=datetime.datetime(2016, 4, 16, 20, 0), end=datetime.datetime(2016, 4, 27, 20, 0))","[0.5629500000000001, 0.5629500000000001, 0.18337142857142855, 0.1833714285714286, 0.4356461538461539, 0.43564615384615385, 0.12254444444444444, 0.12254444444444444, 0.33372500000000005, 0.333725, 0.1048363636363636, 0.10483636363636363, -0.01772499999999999, -0.01772499999999999, 0.0, 0.0, 0.4485833333333334, 0.44858333333333333, 0.3391090909090909, 0.3391090909090909, -0.000614285714285718, -0.0006142857142857121]","[0.633405690564734, 0.6000008648274637, 0.5665960390902015, 0.9266756032171581, 1.0, 0.7523047651993428, 0.7670068321369887, 0.8213785349822711, 0.8301478854968434, 0.8015437170284528, 0.37956412695667213, 0.45031998616276053, 0.4241952780420322, 0.3980705699213039, 0.37194586180056755, 0.3458211536798393, 0.319696445559111, 0.35786560581164056, 0.42888956153247426, 0.2913560494681311, 0.0, 0.06872351465882556, 4855.3798828125, 4968.2998046875]","[0.19999957138203575, 0.1280892639772318, 0.056178956572427864, 0.629213314588441, 0.7921352889742315, 0.6685390128071048, 0.6235952046222162, 0.6910114526720044, 0.657302792874655, 0.3033704373617707, 0.3988761636977729, 0.5449438081848886, 0.5022470296775079, 0.45955025117012704, 0.41685347266274625, 0.37415669415536545, 0.33145991564798466, 0.0, 0.06741517650487767, 0.2921342174293209, 0.44381997188266153, 1.0, 22.290000915527344, 24.06999969482422]","[0.08242076052635143, 0.041210380263175715, 0.0, 0.29250728104175305, 0.42219048804760345, 0.5259365039841322, 0.43659948897351947, 0.6887608528541107, 0.7046110836735092, 0.5706052863235144, 0.619596659007041, 0.7536024563570358, 0.7466859820055137, 0.7397695076539916, 0.7328530333024694, 0.7259365589509473, 0.7190200845994252, 0.5734871964423278, 0.6311237498141434, 0.6700287119158985, 0.7103749039111362, 1.0, 29.969999313354492, 36.90999984741211]","[0.05549725881025412, 0.02774862940512613, 0.0, 0.31413535186091335, 0.33246087937766505, 0.33246087937766505, 0.3089006281269036, 0.4528794974984771, 0.4528794974984771, 0.6518319535845175, 0.6806279271812181, 0.6963350942190355, 0.6952879497498481, 0.6942408052806607, 0.6931936608114713, 0.6921465163422839, 0.6910993718730964, 0.8141353518609133, 0.8979059107840103, 0.9319366081147206, 0.9528794974984771, 1.0, 33.560001373291016, 37.380001068115234]"
"Row(start=datetime.datetime(2016, 4, 17, 20, 0), end=datetime.datetime(2016, 4, 28, 20, 0))","[0.18337142857142855, 0.1833714285714286, 0.4356461538461539, 0.43564615384615385, 0.12254444444444444, 0.12254444444444444, 0.33372500000000005, 0.333725, 0.1048363636363636, 0.10483636363636363, -0.01772499999999999, -0.01772499999999999, 0.0, 0.0, 0.4485833333333334, 0.44858333333333333, 0.3391090909090909, 0.3391090909090909, -0.000614285714285718, -0.0006142857142857121, 0.4476, 0.4476]","[0.6997729478439031, 0.9492068151591762, 1.0, 0.828416865362265, 0.8386012628652904, 0.8762655611603024, 0.882340254729754, 0.8625256107643091, 0.570212434550269, 0.6192263452390937, 0.6011292699584249, 0.5830321946777559, 0.5649351193970814, 0.5468380441164126, 0.5287409688357436, 0.5551814620002157, 0.6043810881729191, 0.5091090449431471, 0.3072812451324571, 0.35488731263704004, 0.32090137908723837, 0.0, 4805.2900390625, 4968.2998046875]","[0.056178956572427864, 0.629213314588441, 0.7921352889742315, 0.6685390128071048, 0.6235952046222162, 0.6910114526720044, 0.657302792874655, 0.3033704373617707, 0.3988761636977729, 0.5449438081848886, 0.5022470296775079, 0.45955025117012704, 0.41685347266274625, 0.37415669415536545, 0.33145991564798466, 0.0, 0.06741517650487767, 0.2921342174293209, 0.44381997188266153, 1.0, 0.842697207125345, 0.7247190409244433, 22.290000915527344, 24.06999969482422]","[0.0, 0.29250728104175305, 0.42219048804760345, 0.5259365039841322, 0.43659948897351947, 0.6887608528541107, 0.7046110836735092, 0.5706052863235144, 0.619596659007041, 0.7536024563570358, 0.7466859820055137, 0.7397695076539916, 0.7328530333024694, 0.7259365589509473, 0.7190200845994252, 0.5734871964423278, 0.6311237498141434, 0.6700287119158985, 0.7103749039111362, 1.0, 0.9337177162717438, 0.8847263435882172, 29.969999313354492, 36.90999984741211]","[0.0, 0.31413535186091335, 0.33246087937766505, 0.33246087937766505, 0.3089006281269036, 0.4528794974984771, 0.4528794974984771, 0.6518319535845175, 0.6806279271812181, 0.6963350942190355, 0.6952879497498481, 0.6942408052806607, 0.6931936608114713, 0.6921465163422839, 0.6910993718730964, 0.8141353518609133, 0.8979059107840103, 0.9319366081147206, 0.9528794974984771, 1.0, 0.9738213882703043, 0.7382198743746193, 33.560001373291016, 37.380001068115234]"
"Row(start=datetime.datetime(2016, 4, 18, 20, 0), end=datetime.datetime(2016, 4, 29, 20, 0))","[0.4356461538461539, 0.43564615384615385, 0.12254444444444444, 0.12254444444444444, 0.33372500000000005, 0.333725, 0.1048363636363636, 0.10483636363636363, -0.01772499999999999, -0.01772499999999999, 0.0, 0.0, 0.4485833333333334, 0.44858333333333333, 0.3391090909090909, 0.3391090909090909, -0.000614285714285718, -0.0006142857142857121, 0.4476, 0.4476, 0.1666625, 0.16666250000000005]","[1.0, 0.8550340258287548, 0.8636385492773465, 0.8954601015839916, 0.9005924467468575, 0.8838515871549649, 0.6368840489850458, 0.6782945834524892, 0.6630048514327807, 0.6477151194130721, 0.632425387393359, 0.6171356553736504, 0.601845923353942, 0.6241847846718007, 0.6657522251550713, 0.585259439035686, 0.414740560964314, 0.454961646602099, 0.4262478457057101, 0.15512690406715576, 0.15771838407049635, 0.0, 4775.35986328125, 4968.2998046875]","[0.7921352889742315, 0.6685390128071048, 0.6235952046222162, 0.6910114526720044, 0.657302792874655, 0.3033704373617707, 0.3988761636977729, 0.5449438081848886, 0.5022470296775079, 0.45955025117012704, 0.41685347266274625, 0.37415669415536545, 0.33145991564798466, 0.0, 0.06741517650487767, 0.2921342174293209, 0.44381997188266153, 1.0, 0.842697207125345, 0.7247190409244433, 0.7977523273955458, 0.6235952046222162, 22.290000915527344, 24.06999969482422]","[0.0, 0.1795505504677049, 0.02493728577992517, 0.4613464460039365, 0.4887780311397388, 0.256857658459832, 0.3416457619266417, 0.5735661346065485, 0.5615959710691716, 0.5496258075317947, 0.5376556439944178, 0.5256854804570409, 0.513715316919664, 0.2618453058751119, 0.361595400291287, 0.42892721345285423, 0.49875332597029864, 1.0, 0.8852869633379852, 0.8004988598711754, 0.9077309010585076, 0.44389015569869394, 32.900001525878906, 36.90999984741211]","[0.034090974770973614, 0.034090974770973614, 0.0, 0.2083330925064301, 0.2083330925064301, 0.4962113111579921, 0.537878218651562, 0.560606016819351, 0.5590908302748322, 0.5575756437303134, 0.5560604571857921, 0.5545452706412733, 0.5530300840967546, 0.7310594457127995, 0.8522729243129209, 0.9015143195676676, 0.9318180504580528, 1.0, 0.9621203363870184, 0.6212120336387018, 0.5719691934225356, 0.325756437303124, 34.7400016784668, 37.380001068115234]"
