window,NewsScore,StockPrice_IXIC,StockPrice_COG,StockPrice_DVN,StockPrice_HFC
"Row(start=datetime.datetime(2018, 11, 27, 19, 0), end=datetime.datetime(2018, 12, 8, 19, 0))","[0.4095142857142857, 0.4095142857142857, 0.12985333333333335, 0.12985333333333338, 0.4168714285714286, 0.4168714285714286, -0.2263, -0.2263, 0.0, 0.0, 0.1895125, 0.18951249999999994, 0.5675833333333333, 0.5675833333333333, 0.31005714285714286, 0.31005714285714286, 0.37950000000000006, 0.37950000000000006, 0.5890875, 0.5890875, 0.5077, 0.5077]","[0.32584794347756174, 0.6264075192217028, 0.57989623149985, 0.5908615756113647, 0.6028058678375039, 0.7012070317730553, 0.7609656254184439, 0.8207242190638324, 0.8804828127092228, 0.9402414063546114, 1.0, 0.9143120338978601, 0.8498646163517343, 0.3706892057280096, 0.28018745293578895, 0.18968570014356653, 0.09918394735134586, 0.42797361115955884, 0.3804064847623542, 0.007389745499746204, 0.003694872749873102, 0.0, 6965.401953125, 7486.1298828125]","[0.0, 0.5312499534338962, 0.507813419680549, 0.367188256699186, 0.2656249767169481, 0.7343750232830519, 0.7234375768340712, 0.7125001303850905, 0.7015626839361098, 0.6906252374871291, 0.6796877910381485, 0.5390626280567853, 0.75000037252883, 0.6875004656610375, 0.6197921090446514, 0.552083752428268, 0.4843753958118819, 0.7734369062821772, 1.0, 0.7890622555279553, 0.7640622927808394, 0.7390623300337208, 24.219999313354492, 25.5]","[0.0221235539809147, 0.15929228933294287, 0.199114517706692, 0.1769909637257773, 0.0, 0.2300886748232538, 0.3477877711958312, 0.4654868675684086, 0.5831859639409877, 0.700885060313565, 0.8185841566861425, 1.0, 1.0, 0.7345131324315908, 0.6002948794446071, 0.46607662645762354, 0.3318583734706399, 0.5486724095296529, 0.7787610843529067, 0.30530993990164496, 0.2486726627174989, 0.19203538553335286, 26.510000228881836, 28.770000457763672]","[0.610389297157256, 0.8786735026992298, 0.8274091252325843, 0.8650033062436899, 0.839370791579404, 1.0, 0.9849623275955572, 0.9699246551911157, 0.9548869827866729, 0.9398493103822314, 0.9248116379777886, 0.38140780273510805, 0.4668486491334927, 0.2600819572962641, 0.21052632722564785, 0.16097069715503037, 0.11141506708441412, 0.20198215567088548, 0.2600819572962641, 0.03964441714156934, 0.01982220857078467, 0.0, 56.61799926757813, 62.470001220703125]"
"Row(start=datetime.datetime(2018, 11, 28, 19, 0), end=datetime.datetime(2018, 12, 9, 19, 0))","[0.12985333333333335, 0.12985333333333338, 0.4168714285714286, 0.4168714285714286, -0.2263, -0.2263, 0.0, 0.0, 0.1895125, 0.18951249999999994, 0.5675833333333333, 0.5675833333333333, 0.31005714285714286, 0.31005714285714286, 0.37950000000000006, 0.37950000000000006, 0.5890875, 0.5890875, 0.5077, 0.5077, 0.6465000000000001, 0.6465000000000001]","[0.5829779185495426, 0.5938628259654652, 0.6057195003851695, 0.703398838868744, 0.7627190710949948, 0.8220393033212456, 0.8813595355474982, 0.9406797677737492, 1.0, 0.9149406012072995, 0.8509659401250041, 0.3753055388112942, 0.28546766504246335, 0.19562979127363073, 0.10579191750479988, 0.4321697323247308, 0.38495153637852575, 0.014671075485445679, 0.011003306614083826, 0.007335537742721973, 0.003667768871361853, 0.0, 6961.55390625, 7486.1298828125]","[0.3297885076222884, 0.13829893005918864, 0.0, 0.6382979155126199, 0.6234043718840738, 0.6085108282555277, 0.5936172846269817, 0.5787237409984356, 0.5638301973698895, 0.37234061980678973, 0.6595749861514394, 0.5744687326892992, 0.4822701223475513, 0.3900715120058072, 0.2978729016640593, 0.691488563016531, 1.0, 0.7127656336553504, 0.6787231322704959, 0.6446806308856375, 0.610638129500783, 0.5765956281159247, 24.559999465942383, 25.5]","[0.199114517706692, 0.1769909637257773, 0.0, 0.2300886748232538, 0.3477877711958312, 0.4654868675684086, 0.5831859639409877, 0.700885060313565, 0.8185841566861425, 1.0, 1.0, 0.7345131324315908, 0.6002948794446071, 0.46607662645762354, 0.3318583734706399, 0.5486724095296529, 0.7787610843529067, 0.30530993990164496, 0.2486726627174989, 0.19203538553335286, 0.1353981083492068, 0.07876083116506075, 26.510000228881836, 28.770000457763672]","[0.8339904760495495, 0.8701510905743388, 0.845496012124766, 1.0, 0.9855357541900838, 0.9710715083801688, 0.9566072625702525, 0.9421430167603375, 0.9276787709504213, 0.4049963746588782, 0.48717913348453357, 0.2882970076075735, 0.2406310660091316, 0.19296512441068853, 0.14529918281224666, 0.23241270652594023, 0.2882970076075735, 0.07626533935625701, 0.05719900451719305, 0.03813266967812909, 0.01906633483906396, 0.0, 56.386000061035155, 62.470001220703125]"
"Row(start=datetime.datetime(2018, 11, 29, 19, 0), end=datetime.datetime(2018, 12, 10, 19, 0))","[0.4168714285714286, 0.4168714285714286, -0.2263, -0.2263, 0.0, 0.0, 0.1895125, 0.18951249999999994, 0.5675833333333333, 0.5675833333333333, 0.31005714285714286, 0.31005714285714286, 0.37950000000000006, 0.37950000000000006, 0.5890875, 0.5890875, 0.5077, 0.5077, 0.6465000000000001, 0.6465000000000001, 0.4880214285714285, 0.48802142857142866]","[0.6071603454415955, 0.7044827279202279, 0.763586182336182, 0.822689636752136, 0.8817930911680919, 0.9408965455840459, 1.0, 0.915251439339981, 0.8515105650522318, 0.37758840070037986, 0.28807882735834184, 0.19856925401630204, 0.10905968067426401, 0.4342447916666667, 0.3871991482668566, 0.018271827516619182, 0.014617462013295002, 0.01096309650997082, 0.007308731006648364, 0.003654365503324182, 0.0, 0.11565078199192783, 6959.6298828125, 7486.1298828125]","[0.0, 0.6382979155126199, 0.6234043718840738, 0.6085108282555277, 0.5936172846269817, 0.5787237409984356, 0.5638301973698895, 0.37234061980678973, 0.6595749861514394, 0.5744687326892992, 0.4822701223475513, 0.3900715120058072, 0.2978729016640593, 0.691488563016531, 1.0, 0.7127656336553504, 0.6787231322704959, 0.6446806308856375, 0.610638129500783, 0.5765956281159247, 0.54255312673107, 0.7765968455718086, 24.559999465942383, 25.5]","[0.09599990844726562, 0.3040000915527344, 0.41040008544921847, 0.5168000793457026, 0.6232000732421881, 0.7296000671386722, 0.8360000610351562, 1.0, 1.0, 0.7599998474121094, 0.6386665344238281, 0.5173332214355468, 0.3959999084472656, 0.5919998168945313, 0.8, 0.3720001220703125, 0.3208000183105469, 0.26959991455078125, 0.21839981079101561, 0.16719970703125, 0.11599960327148437, 0.0, 26.270000457763672, 28.770000457763672]","[0.8749996829540364, 1.0, 0.9882978081217534, 0.9765956162435078, 0.9648934243652612, 0.9531912324870154, 0.9414890406087688, 0.5186166853427876, 0.5851060429975199, 0.4242019192187176, 0.3856381391245037, 0.3470743590302888, 0.3085105789360749, 0.3789891357225579, 0.4242019192187176, 0.25265925472385803, 0.23723377650440866, 0.22180829828495927, 0.20638282006550893, 0.19095734184605953, 0.17553186362661016, 0.0, 54.95000076293945, 62.470001220703125]"
"Row(start=datetime.datetime(2018, 11, 30, 19, 0), end=datetime.datetime(2018, 12, 11, 19, 0))","[-0.2263, -0.2263, 0.0, 0.0, 0.1895125, 0.18951249999999994, 0.5675833333333333, 0.5675833333333333, 0.31005714285714286, 0.31005714285714286, 0.37950000000000006, 0.37950000000000006, 0.5890875, 0.5890875, 0.5077, 0.5077, 0.6465000000000001, 0.6465000000000001, 0.4880214285714285, 0.48802142857142866, 0.3030818181818182, 0.30308181818181823]","[0.763586182336182, 0.822689636752136, 0.8817930911680919, 0.9408965455840459, 1.0, 0.915251439339981, 0.8515105650522318, 0.37758840070037986, 0.28807882735834184, 0.19856925401630204, 0.10905968067426401, 0.4342447916666667, 0.3871991482668566, 0.018271827516619182, 0.014617462013295002, 0.01096309650997082, 0.007308731006648364, 0.003654365503324182, 0.0, 0.11565078199192783, 0.3077498070987654, 0.1371323747625831, 6959.6298828125, 7486.1298828125]","[0.43098612737881603, 0.41126787805847775, 0.3915496287381395, 0.3718313794178012, 0.352113130097463, 0.09859124660169136, 0.47887407184534875, 0.36619797767056017, 0.24413198511370512, 0.12206599255685506, 0.0, 0.5211259281546512, 0.9295784485445031, 0.5492956233008457, 0.5042251856309322, 0.4591547479610138, 0.4140843102911004, 0.36901387262118196, 0.32394343495126854, 0.633804708739429, 1.0, 0.49295891941844594, 24.84000015258789, 25.549999237060547]","[0.41040008544921847, 0.5168000793457026, 0.6232000732421881, 0.7296000671386722, 0.8360000610351562, 1.0, 1.0, 0.7599998474121094, 0.6386665344238281, 0.5173332214355468, 0.3959999084472656, 0.5919998168945313, 0.8, 0.3720001220703125, 0.3208000183105469, 0.26959991455078125, 0.21839981079101561, 0.16719970703125, 0.11599960327148437, 0.0, 0.17599945068359374, 0.19199981689453124, 26.270000457763672, 28.770000457763672]","[1.0, 0.9881592453387249, 0.9763184906774487, 0.9644777360161736, 0.9526369813548975, 0.5247574982771758, 0.5920341401034837, 0.42922479007102887, 0.390204385717908, 0.3511839813647861, 0.31216357701166525, 0.38347665309793777, 0.42922479007102887, 0.25565093097194413, 0.24004280344936535, 0.22443467592678662, 0.20882654840420692, 0.19321842088162816, 0.1776102933590494, 0.0, 0.0914962739461822, 0.0215285048532168, 54.95000076293945, 62.38200073242187]"
"Row(start=datetime.datetime(2018, 12, 1, 19, 0), end=datetime.datetime(2018, 12, 12, 19, 0))","[0.0, 0.0, 0.1895125, 0.18951249999999994, 0.5675833333333333, 0.5675833333333333, 0.31005714285714286, 0.31005714285714286, 0.37950000000000006, 0.37950000000000006, 0.5890875, 0.5890875, 0.5077, 0.5077, 0.6465000000000001, 0.6465000000000001, 0.4880214285714285, 0.48802142857142866, 0.3030818181818182, 0.30308181818181823, 0.4347384615384616, 0.43473846153846163]","[0.8817930911680919, 0.9408965455840459, 1.0, 0.915251439339981, 0.8515105650522318, 0.37758840070037986, 0.28807882735834184, 0.19856925401630204, 0.10905968067426401, 0.4342447916666667, 0.3871991482668566, 0.018271827516619182, 0.014617462013295002, 0.01096309650997082, 0.007308731006648364, 0.003654365503324182, 0.0, 0.11565078199192783, 0.3077498070987654, 0.1371323747625831, 0.31789196047008544, 0.2634001439339981, 6959.6298828125, 7486.1298828125]","[0.6072729038209448, 0.5945456689254329, 0.5818184340299212, 0.4181815659700789, 0.6636368680598422, 0.5909095638061022, 0.5121215063682403, 0.4333334489303816, 0.35454539149251973, 0.6909085234326774, 0.9545460850748029, 0.7090907829850395, 0.6799998612835446, 0.6509089395820467, 0.6218180178805519, 0.592727096179054, 0.5636361744775591, 0.7636375616421254, 1.0, 0.6727279978360233, 0.6363634787312993, 0.0, 24.450000762939453, 25.549999237060547]","[0.6232000732421881, 0.7296000671386722, 0.8360000610351562, 1.0, 1.0, 0.7599998474121094, 0.6386665344238281, 0.5173332214355468, 0.3959999084472656, 0.5919998168945313, 0.8, 0.3720001220703125, 0.3208000183105469, 0.26959991455078125, 0.21839981079101561, 0.16719970703125, 0.11599960327148437, 0.0, 0.17599945068359374, 0.19199981689453124, 0.37599945068359375, 0.40400009155273436, 26.270000457763672, 28.770000457763672]","[1.0, 0.9878720368667205, 0.9757440737334401, 0.5374859774632114, 0.60639447655312, 0.4396360349307714, 0.3996691545267699, 0.35970227412276734, 0.3197353937187658, 0.39277823452042854, 0.4396360349307714, 0.261851981103577, 0.2458652639906515, 0.22987854687772602, 0.21389182976479956, 0.19790511265187408, 0.1819183955389486, 0.0, 0.09371560082068578, 0.022050698679565706, 0.21912904813511436, 0.29079395027623445, 54.95000076293945, 62.205999755859374]"
"Row(start=datetime.datetime(2018, 12, 2, 19, 0), end=datetime.datetime(2018, 12, 13, 19, 0))","[0.1895125, 0.18951249999999994, 0.5675833333333333, 0.5675833333333333, 0.31005714285714286, 0.31005714285714286, 0.37950000000000006, 0.37950000000000006, 0.5890875, 0.5890875, 0.5077, 0.5077, 0.6465000000000001, 0.6465000000000001, 0.4880214285714285, 0.48802142857142866, 0.3030818181818182, 0.30308181818181823, 0.4347384615384616, 0.43473846153846163, 0.08671, 0.08671000000000001]","[1.0, 0.915251439339981, 0.8515105650522318, 0.37758840070037986, 0.28807882735834184, 0.19856925401630204, 0.10905968067426401, 0.4342447916666667, 0.3871991482668566, 0.018271827516619182, 0.014617462013295002, 0.01096309650997082, 0.007308731006648364, 0.003654365503324182, 0.0, 0.11565078199192783, 0.3077498070987654, 0.1371323747625831, 0.31789196047008544, 0.2634001439339981, 0.3336180481362773, 0.21025678122032287, 6959.6298828125, 7486.1298828125]","[0.6783219581423203, 0.5524474778287146, 0.7412591982991232, 0.6853151330277126, 0.6247089511660396, 0.5641027693043691, 0.5034965874426961, 0.7622373891435729, 0.965035459384766, 0.7762237389143573, 0.753846112805794, 0.7314684866972282, 0.709090860588665, 0.6867132344800992, 0.6643356083715359, 0.8181827882267106, 1.0, 0.7482523731845155, 0.7202796736429466, 0.23076943597103494, 0.2587408017008767, 0.0, 24.1200008392334, 25.549999237060547]","[0.8360000610351562, 1.0, 1.0, 0.7599998474121094, 0.6386665344238281, 0.5173332214355468, 0.3959999084472656, 0.5919998168945313, 0.8, 0.3720001220703125, 0.3208000183105469, 0.26959991455078125, 0.21839981079101561, 0.16719970703125, 0.11599960327148437, 0.0, 0.17599945068359374, 0.19199981689453124, 0.37599945068359375, 0.40400009155273436, 0.3319999694824219, 0.24000015258789062, 26.270000457763672, 28.770000457763672]","[1.0, 0.5508472886816068, 0.6214687773945718, 0.4505649040210046, 0.4096044908554105, 0.3686440776898155, 0.32768366452422143, 0.4025422701442204, 0.4505649040210046, 0.268361333829747, 0.2519772044834561, 0.2355930751371652, 0.2192089457908733, 0.20282481644458242, 0.18644068709829154, 0.0, 0.09604526775356834, 0.022598854836180796, 0.22457635565919656, 0.2980227685765841, 0.3135590435021086, 0.1214690467941717, 54.95000076293945, 62.029998779296875]"
"Row(start=datetime.datetime(2018, 12, 3, 19, 0), end=datetime.datetime(2018, 12, 14, 19, 0))","[0.5675833333333333, 0.5675833333333333, 0.31005714285714286, 0.31005714285714286, 0.37950000000000006, 0.37950000000000006, 0.5890875, 0.5890875, 0.5077, 0.5077, 0.6465000000000001, 0.6465000000000001, 0.4880214285714285, 0.48802142857142866, 0.3030818181818182, 0.30308181818181823, 0.4347384615384616, 0.43473846153846163, 0.08671, 0.08671000000000001, 0.02007142857142855, 0.020071428571428566]","[1.0, 0.4982404634493593, 0.4034732518369424, 0.3087060402245236, 0.21393882861210664, 0.5582247533015857, 0.5084157297854583, 0.11781825322794443, 0.11394923658500626, 0.1100802199420681, 0.10621120329913177, 0.1023421866561936, 0.09847317001325544, 0.2209170798762826, 0.42429967106878097, 0.24366046443124356, 0.4350375570720212, 0.3773449850262654, 0.4516873680593058, 0.32108007265943345, 0.15224507830526782, 0.0, 6910.66015625, 7407.9501953125]","[0.834821888530788, 0.7991076332270384, 0.7604171190233915, 0.7217266048197462, 0.6830360906160993, 0.8482142020853113, 0.9776789097457862, 0.8571429787850018, 0.8428572766635026, 0.8285715745420018, 0.8142858724205027, 0.8000001702990018, 0.7857144681775027, 0.8839293088840732, 1.0, 0.8392862768806332, 0.8214287234812522, 0.5089292024471966, 0.5267859043515652, 0.3616077928823532, 0.2142863833175097, 0.0, 23.309999465942383, 25.549999237060547]","[1.0, 0.7952217341377613, 0.6916950273538502, 0.5881683205699392, 0.48464161378602805, 0.6518770131314104, 0.8293515536101614, 0.46416398249145274, 0.4204778916834401, 0.37679180087542735, 0.3331057100674147, 0.289419619259402, 0.2457335284513893, 0.14675776805080706, 0.2969279321739085, 0.31058012035173327, 0.4675763785637471, 0.49146770787494043, 0.4300341630190527, 0.3515360339130457, 0.22866894420127018, 0.0, 25.84000015258789, 28.770000457763672]","[1.0, 0.7703985094440962, 0.7153700789529438, 0.6603416484617901, 0.6053132179706376, 0.7058823103616509, 0.7703985094440962, 0.5256163961149419, 0.5036050721752767, 0.48159374823561146, 0.45958242429594487, 0.43757110035627966, 0.4155597764166144, 0.16508529147345852, 0.2941176896383491, 0.19544581316802487, 0.4667932924984329, 0.5654651689687571, 0.5863374395040746, 0.32827336702622806, 0.24098623378390704, 0.0, 54.08000183105469, 59.349998474121094]"
"Row(start=datetime.datetime(2018, 12, 4, 19, 0), end=datetime.datetime(2018, 12, 15, 19, 0))","[0.31005714285714286, 0.31005714285714286, 0.37950000000000006, 0.37950000000000006, 0.5890875, 0.5890875, 0.5077, 0.5077, 0.6465000000000001, 0.6465000000000001, 0.4880214285714285, 0.48802142857142866, 0.3030818181818182, 0.30308181818181823, 0.4347384615384616, 0.43473846153846163, 0.08671, 0.08671000000000001, 0.02007142857142855, 0.020071428571428566, 0.16830000000000003, 0.16830000000000003]","[0.7321203567226349, 0.5680753775084888, 0.4040303982943459, 1.0, 0.9137790371969826, 0.23764270446374763, 0.2309453167916722, 0.2242479291195968, 0.21755054144752453, 0.2108531537754491, 0.20415576610337371, 0.41610996742068723, 0.7681715336208728, 0.45547947068133804, 0.7867591469550038, 0.6868915174128004, 0.8155804855895009, 0.5894952110040852, 0.2972366052246567, 0.03369565808581698, 0.01684782904290849, 0.0, 6900.980078125, 7188.259765625]","[0.7718257813819897, 0.73497766514614, 0.6981295489102889, 0.8554420679168778, 0.9787418144956919, 0.8639456664977192, 0.8503402331474917, 0.8367347997972627, 0.8231293664470353, 0.8095239330968063, 0.7959184997465788, 0.8894564622402433, 1.0, 0.8469392802838317, 0.8299320831221491, 0.5323134313228586, 0.5493198175367461, 0.39200729853015714, 0.25170116573745566, 0.04761885453623923, 0.023809427268119614, 0.0, 23.197999954223633, 25.549999237060547]","[0.8382784184211621, 0.7166532168265148, 0.5950280152318677, 0.7914994359020795, 1.0, 0.5709704931512884, 0.5196472185445051, 0.4683239439377218, 0.41700066933093843, 0.36567739472415506, 0.31435412011737174, 0.19807545941554094, 0.37449830770623854, 0.39053716560984997, 0.5749794428523533, 0.6030474441836733, 0.530874113167098, 0.4386529745458463, 0.29430631251269546, 0.025661560825908158, 0.01283078041295479, 0.0, 25.776000213623046, 28.270000457763672]","[0.9291992645279271, 0.8583985290558525, 0.7875977935837797, 0.9169921020074483, 1.0, 0.6850581872056318, 0.6567379551050105, 0.6284177230043893, 0.6000974909037662, 0.5717772588031449, 0.5434570267025235, 0.22119128892511475, 0.38720708491021816, 0.2602537743731911, 0.6093751455192365, 0.7363284560562636, 0.7631831581017845, 0.43115249745469353, 0.31884703688374766, 0.00878908250889438, 0.00439454125444719, 0.0, 54.044001770019534, 58.13999938964844]"
"Row(start=datetime.datetime(2018, 12, 5, 19, 0), end=datetime.datetime(2018, 12, 16, 19, 0))","[0.37950000000000006, 0.37950000000000006, 0.5890875, 0.5890875, 0.5077, 0.5077, 0.6465000000000001, 0.6465000000000001, 0.4880214285714285, 0.48802142857142866, 0.3030818181818182, 0.30308181818181823, 0.4347384615384616, 0.43473846153846163, 0.08671, 0.08671000000000001, 0.02007142857142855, 0.020071428571428566, 0.16830000000000003, 0.16830000000000003, 0.6988, 0.6988]","[0.42345738124772236, 1.0, 0.916589605336371, 0.26249347225857833, 0.2560144011512492, 0.24953533004391998, 0.24305625893659386, 0.23657718782926468, 0.2300981167219355, 0.43514318937882174, 0.7757285090967446, 0.4732293542501677, 0.7937102169512125, 0.6970979996500998, 0.8215920585832728, 0.6028765470911592, 0.32014477445255723, 0.06519454313702477, 0.04889590735276782, 0.032597271568510854, 0.01629863578425696, 0.0, 6891.3, 7188.259765625]","[0.7118508799430272, 0.8620128575796632, 0.9797080919150517, 0.8701299304483123, 0.8571429234931441, 0.8441559165379745, 0.8311689095828063, 0.8181819026276367, 0.8051948956724685, 0.8944811490542596, 1.0, 0.8538965587976886, 0.8376624130603904, 0.5535718294377422, 0.5698052010883659, 0.4196432234517299, 0.28571461746571764, 0.0909087390515116, 0.06818155428863369, 0.0454543695257558, 0.0227271847628779, 0.0, 23.086000442504883, 25.549999237060547]","[0.60516022025625, 0.7967160201167853, 1.0, 0.5817046058514292, 0.5316654149847504, 0.4816262241180716, 0.43158703325139275, 0.3815478423847139, 0.33150865151803505, 0.21813922719428633, 0.39014806035035593, 0.40578563371392845, 0.5856132535517844, 0.6129790069380363, 0.5426114180830359, 0.45269760816410803, 0.3119624304541074, 0.0500390417385718, 0.03752928130392954, 0.0250195208692859, 0.012509760434643644, 0.0, 25.7120002746582, 28.270000457763672]","[0.7894483494131715, 0.9177153089463379, 1.0, 0.6878021201309038, 0.6597286282665907, 0.6316551364022777, 0.6035816445379629, 0.5755081526736499, 0.5474346608093368, 0.2279766657089915, 0.3925460478163156, 0.26669881895724684, 0.6127784675174469, 0.7386256963765158, 0.7652464266274144, 0.43610858562172233, 0.3247815872251517, 0.01742501512216304, 0.01306876134162271, 0.00871250756108238, 0.00435625378054033, 0.0, 54.008001708984374, 58.13999938964844]"
"Row(start=datetime.datetime(2018, 12, 6, 19, 0), end=datetime.datetime(2018, 12, 17, 19, 0))","[0.5890875, 0.5890875, 0.5077, 0.5077, 0.6465000000000001, 0.6465000000000001, 0.4880214285714285, 0.48802142857142866, 0.3030818181818182, 0.30308181818181823, 0.4347384615384616, 0.43473846153846163, 0.08671, 0.08671000000000001, 0.02007142857142855, 0.020071428571428566, 0.16830000000000003, 0.16830000000000003, 0.6988, 0.6988, 0.4518, 0.45180000000000003]","[1.0, 0.525966141119581, 0.5212706553589235, 0.516575169598266, 0.5118796838376107, 0.5071841980769534, 0.5024887123162959, 0.6510881339007065, 0.8979157257781024, 0.6786897826353777, 0.9109473551250076, 0.8409309464256562, 0.9311537686981121, 0.7726471629156245, 0.5677469556917453, 0.3829804728136332, 0.37116859253398177, 0.35935671225433036, 0.3475448319746812, 0.3357329516950298, 0.3239210714153784, 0.0, 6753.72998046875, 7163.490234375]","[0.9829934488382684, 0.8911565155448986, 0.8802721670993889, 0.8693878186538782, 0.8585034702083685, 0.8476191217628576, 0.8367347733173479, 0.9115651554489862, 1.0, 0.8775514043671816, 0.8639456444311233, 0.6258506843751743, 0.6394557955528913, 0.5136057599360584, 0.4013608354969424, 0.2380949600559489, 0.21904741515214032, 0.1999998702483317, 0.18095232534452313, 0.16190478044071452, 0.1428572355369059, 0.0, 22.610000610351562, 25.549999237060547]","[1.0, 0.6123189833003349, 0.56594208156679, 0.5195651798332452, 0.47318827809970043, 0.4268113763661556, 0.3804344746326108, 0.2753623789334743, 0.43478215799894265, 0.44927524213305137, 0.615941563265574, 0.6413044605002644, 0.5760869640333509, 0.4927538034670896, 0.36231881053326287, 0.11956517983324522, 0.10797098895327394, 0.09637679807330135, 0.08478260719333007, 0.07318841631335748, 0.0615942254333862, 0.0, 25.510000228881836, 28.270000457763672]","[1.0, 0.7637360564407611, 0.742490704293841, 0.7212453521469209, 0.6999999999999995, 0.6787546478530794, 0.6575092957061592, 0.41575106930313993, 0.5402932706213766, 0.4450550755743356, 0.7069599372880432, 0.8021981323350842, 0.8223440689831525, 0.5732603650092992, 0.4890107356498191, 0.2564105788699272, 0.2531138694311352, 0.2498171599923432, 0.24652045055354987, 0.24322374111475786, 0.23992703167596588, 0.0, 52.68000030517578, 58.13999938964844]"
"Row(start=datetime.datetime(2018, 12, 7, 19, 0), end=datetime.datetime(2018, 12, 18, 19, 0))","[0.5077, 0.5077, 0.6465000000000001, 0.6465000000000001, 0.4880214285714285, 0.48802142857142866, 0.3030818181818182, 0.30308181818181823, 0.4347384615384616, 0.43473846153846163, 0.08671, 0.08671000000000001, 0.02007142857142855, 0.020071428571428566, 0.16830000000000003, 0.16830000000000003, 0.6988, 0.6988, 0.4518, 0.45180000000000003, 0.34506428571428577, 0.34506428571428577]","[0.5598115723547308, 0.5547689189085417, 0.5497262654623551, 0.544683612016166, 0.539640958569977, 0.6992272982055607, 0.9643044532091823, 0.7288697156692867, 0.9782995953489444, 0.9031064199003345, 1.0, 0.8297739738474099, 0.6097241667029257, 0.4112967005966108, 0.39861149147570896, 0.38592628235480714, 0.3732410732339077, 0.3605558641130059, 0.34787065499210407, 0.0, 0.14700530064728812, 0.07909891555564656, 6753.72998046875, 7135.27978515625]","[0.8853421174926879, 0.874918673628386, 0.8644952297640854, 0.8540717858997836, 0.8436483420354829, 0.9153099845672492, 1.0, 0.8827365671697429, 0.8697069516962358, 0.6416942724862137, 0.6547232666734594, 0.5342024299748255, 0.4267105874634373, 0.2703583082126588, 0.252117343578758, 0.2338763789448571, 0.21563541431095626, 0.1973944496770554, 0.17915348504315454, 0.04234562900263674, 0.0, 0.15309487538240169, 22.479999542236328, 25.549999237060547]","[0.927526089796884, 0.8829267093194888, 0.8383273288420935, 0.7937279483646983, 0.749128567887303, 0.6480836468495196, 0.8013932280503779, 0.8153308252038437, 0.9756092049814349, 1.0, 0.9372821419718258, 0.8571429520830302, 0.7317072360266816, 0.4982578003558168, 0.487107988465529, 0.47595817657524, 0.4648083646849522, 0.45365855279466316, 0.4425087409043754, 0.3832752821645676, 0.3658532857227354, 0.0, 24.40999984741211, 27.280000686645508]","[0.908786734426774, 0.8845190288001743, 0.860251323173573, 0.8359836175469731, 0.8117159119203734, 0.5355652776270342, 0.6778247920271211, 0.5690380576003473, 0.8682013777604689, 0.9769881121872426, 1.0, 0.7154817692538514, 0.6192468285333044, 0.35355708640052097, 0.34979138867784826, 0.3460256909551755, 0.3422599932325013, 0.3384942955098285, 0.3347285977871558, 0.06066966309351278, 0.05648546584009551, 0.0, 52.38999938964844, 57.16999816894531]"
"Row(start=datetime.datetime(2018, 12, 8, 19, 0), end=datetime.datetime(2018, 12, 19, 19, 0))","[0.6465000000000001, 0.6465000000000001, 0.4880214285714285, 0.48802142857142866, 0.3030818181818182, 0.30308181818181823, 0.4347384615384616, 0.43473846153846163, 0.08671, 0.08671000000000001, 0.02007142857142855, 0.020071428571428566, 0.16830000000000003, 0.16830000000000003, 0.6988, 0.6988, 0.4518, 0.45180000000000003, 0.34506428571428577, 0.34506428571428577, 0.4952875, 0.49528750000000005]","[0.6553276026743082, 0.6514675874905105, 0.6476075723067127, 0.7697666103396762, 0.9726760218450763, 0.7924570812822962, 0.9833889256238827, 0.9258305782088017, 1.0, 0.8696965689515833, 0.7012543775867558, 0.5493635050082042, 0.5396533196189353, 0.5299431342296664, 0.5202329488403994, 0.5105227634511306, 0.5008125780618617, 0.23452697573041412, 0.34705556780055347, 0.29507506183723947, 0.2823951215928293, 0.0, 6636.830078125, 7135.27978515625]","[0.8644952297640854, 0.8540717858997836, 0.8436483420354829, 0.9153099845672492, 1.0, 0.8827365671697429, 0.8697069516962358, 0.6416942724862137, 0.6547232666734594, 0.5342024299748255, 0.4267105874634373, 0.2703583082126588, 0.252117343578758, 0.2338763789448571, 0.21563541431095626, 0.1973944496770554, 0.17915348504315454, 0.04234562900263674, 0.0, 0.15309487538240169, 0.12052145798489529, 0.026058609660752848, 22.479999542236328, 25.549999237060547]","[0.864722839469101, 0.827404982906154, 0.7900871263432071, 0.705539318070097, 0.8338187896622825, 0.8454808631224462, 0.9795913714447135, 1.0, 0.9475217815858018, 0.880466527424668, 0.7755100905962716, 0.5801748087646832, 0.5708453724278604, 0.5615159360910364, 0.5521864997542136, 0.5428570634173897, 0.5335276270805669, 0.48396492703140953, 0.46938733520620496, 0.16326513589440741, 0.2244899094037284, 0.0, 23.850000381469727, 27.280000686645508]","[0.8817701282751548, 0.8612392167241795, 0.8407083051732042, 0.6070799459595588, 0.7274340310293678, 0.6353985144955179, 0.8884960161716223, 0.9805315327054722, 1.0, 0.7592925050283131, 0.677876029715491, 0.45309777174327687, 0.44991192434338256, 0.44672607694348826, 0.44354022954359273, 0.44035438214369843, 0.4371685347438041, 0.20530979067768632, 0.20176988521470002, 0.15398217421628194, 0.1522125590687544, 0.0, 51.52000045776367, 57.16999816894531]"
