window,TwitterScore,NewsScore,StockPrice_IXIC,StockPrice_MARA,StockPrice_RIOT,StockPrice_BTC
"Row(start=datetime.datetime(2021, 1, 25, 19, 0), end=datetime.datetime(2021, 2, 5, 19, 0))","[0.18444900000000003, 0.20625600000000002, 0.08784300000000009, 0.096196, 0.042814000000000005, 0.03593799999999999, 0.12112700000000003, 0.15540500000000002, 0.07397699999999997, 0.13701899999999992, 0.0046249999999999954, 0.07974200000000001, 0.3096269999999998, 0.02547500000000001, 0.069555, -0.012651000000000008, 0.15630700000000006, 0.16276099999999996, 0.11636800000000001, 0.070293, 0.090328, 0.16828000000000007]","[0.16879, 0.16879, -0.10115, -0.10115, 0.19496000000000002, 0.19496, 0.006390909090909085, 0.006390909090909073, -0.3883, -0.3883, 0.3262, 0.3262, 0.25905, 0.25905, 0.21664285714285714, 0.21664285714285716, 0.30404, 0.30404, 0.014800000000000008, 0.014800000000000008, -0.09851428571428573, -0.09851428571428571]","[0.777777501541399, 0.7069278426380795, 0.5293847829113546, 0.25446384176296266, 0.3215333439408103, 0.33918857773623184, 0.2724372998667436, 0.0, 0.03958436921975285, 0.07916873843950802, 0.11875310765926086, 0.15833747687901603, 0.19792184609876887, 0.42349191511366574, 0.6013283378746594, 0.6900246623838978, 0.8243526124226814, 0.687173074245709, 0.7680269098430756, 0.9000017402891863, 0.9600056683704926, 1.0]","[0.05815601301867038, 0.2141844528073199, 0.0, 0.07943255695668289, 0.18439707485735465, 0.39858152766467453, 1.0, 0.5177304983726662, 0.5131914951179988, 0.508652491863331, 0.5041134886086636, 0.4995744853539956, 0.49503548209932824, 0.5177304983726662, 0.6099290358013435, 0.8014184723353255, 0.8382979414159833, 0.9333334235153116, 0.980141928397313, 0.8099290358013436, 0.8524823942233032, 0.7702128925959694]","[0.17734706245530096, 0.2280177329438665, 0.0, 0.02086429340540516, 0.08941856274012414, 0.3189269272182951, 1.0, 0.4068554269334719, 0.3964232233798338, 0.3859910198261952, 0.37555881627255716, 0.36512661271891855, 0.35469440916528044, 0.3263783793617459, 0.4128165317972968, 0.5514157020010393, 0.6482860011392928, 0.7540983839553015, 0.8464976412546774, 0.788375518622661, 0.8628911770758835, 0.8330847999927231]","[0.2497569915272481, 0.27714844056688975, 0.2763937086765295, 0.0, 0.001101452681602929, 0.15781849052608865, 0.5039218199067881, 0.5036254989968144, 0.5009733002196827, 0.4975486409507393, 0.49772440737084334, 0.3477561415674414, 0.3477845073297636, 0.40258361441608825, 0.4020679653795871, 0.6584412709685034, 0.6585101592484288, 0.9128320123836814, 0.9132230546785526, 0.8420280304384891, 0.8427386940909558, 1.0]"
"Row(start=datetime.datetime(2021, 1, 26, 19, 0), end=datetime.datetime(2021, 2, 6, 19, 0))","[0.08784300000000009, 0.096196, 0.042814000000000005, 0.03593799999999999, 0.12112700000000003, 0.15540500000000002, 0.07397699999999997, 0.13701899999999992, 0.0046249999999999954, 0.07974200000000001, 0.3096269999999998, 0.02547500000000001, 0.069555, -0.012651000000000008, 0.15630700000000006, 0.16276099999999996, 0.11636800000000001, 0.070293, 0.090328, 0.16828000000000007, 0.17901499999999998, 0.08691800000000001]","[-0.10115, -0.10115, 0.19496000000000002, 0.19496, 0.006390909090909085, 0.006390909090909073, -0.3883, -0.3883, 0.3262, 0.3262, 0.25905, 0.25905, 0.21664285714285714, 0.21664285714285716, 0.30404, 0.30404, 0.014800000000000008, 0.014800000000000008, -0.09851428571428573, -0.09851428571428571, 0.7152, 0.7152]","[0.5084764582889579, 0.2444136612893522, 0.3088342189393935, 0.3257921501840147, 0.2616772484093957, 0.0, 0.03802096417235467, 0.07604192834471157, 0.11406289251706624, 0.15208385668942315, 0.1901048208617778, 0.40676588383739526, 0.5775785654996667, 0.6627717829957911, 0.7917943814719057, 0.660032819799624, 0.7376932915221573, 0.8644557080757156, 0.922089750116771, 0.9605044850223854, 0.9802522425111927, 1.0]","[0.0, 0.07779931089548081, 0.18060560939600492, 0.39038612599226913, 0.9794385813100195, 0.5070852248270535, 0.5026395499187406, 0.4981938750104271, 0.4937482001021141, 0.48930252519380063, 0.48485685028548764, 0.5070852248270535, 0.597388029525056, 0.7849401715797543, 0.8210613464555806, 0.9141427642170604, 0.959988819831931, 0.79327574578706, 0.8349541467898409, 0.7543762228308827, 0.8771881114154414, 1.0]","[0.0, 0.01955845534674077, 0.0838221037511572, 0.2989661784211829, 0.937412783012048, 0.38139147804526086, 0.3716121970790968, 0.3618329161129323, 0.35205363514676824, 0.3422743541806037, 0.3324950732144396, 0.3059512649124562, 0.38697949394548564, 0.5169041278093364, 0.6077115845157361, 0.7069014647684272, 0.7935177097016815, 0.7390332889706354, 0.8088852197392459, 0.780944340846214, 0.8904721704231072, 1.0]","[0.24129630440348693, 0.0, 0.0009615865093989609, 0.1377781669229276, 0.4399321295481892, 0.4396734364656422, 0.43735802282424746, 0.43436823832664045, 0.4345216853345786, 0.30359689515235694, 0.30362165893461784, 0.35146219078990715, 0.3510120206052357, 0.5748301801520939, 0.5748903207661561, 0.7969175282030736, 0.7972589146299561, 0.7351044744174652, 0.7357248956051804, 0.8730166310908402, 0.8723462401282056, 1.0]"
"Row(start=datetime.datetime(2021, 1, 27, 19, 0), end=datetime.datetime(2021, 2, 7, 19, 0))","[0.042814000000000005, 0.03593799999999999, 0.12112700000000003, 0.15540500000000002, 0.07397699999999997, 0.13701899999999992, 0.0046249999999999954, 0.07974200000000001, 0.3096269999999998, 0.02547500000000001, 0.069555, -0.012651000000000008, 0.15630700000000006, 0.16276099999999996, 0.11636800000000001, 0.070293, 0.090328, 0.16828000000000007, 0.17901499999999998, 0.08691800000000001, 0.064792, 0.156231]","[0.19496000000000002, 0.19496, 0.006390909090909085, 0.006390909090909073, -0.3883, -0.3883, 0.3262, 0.3262, 0.25905, 0.25905, 0.21664285714285714, 0.21664285714285716, 0.30404, 0.30404, 0.014800000000000008, 0.014800000000000008, -0.09851428571428573, -0.09851428571428571, 0.7152, 0.7152, 0.490075, 0.490075]","[0.2971000975853595, 0.3134137141428935, 0.2517348508377454, 0.0, 0.03657636192222856, 0.07315272384445926, 0.10972908576668781, 0.1463054476889185, 0.18288180961114708, 0.3913108599089569, 0.555633532975949, 0.637589843771536, 0.7617102431547819, 0.6349549471734242, 0.7096647180224167, 0.8316108108406121, 0.8870550539476123, 0.9240102253284543, 0.9430076689963401, 0.9620051126642261, 0.9810025563321141, 1.0]","[0.0, 0.1969736507264494, 0.750065112583314, 0.3065484001213776, 0.3023741286931177, 0.29819985726485737, 0.2940255858365975, 0.28985131440833717, 0.2856770429800773, 0.3065484001213776, 0.39133831960868554, 0.5674406131938347, 0.6013566307499983, 0.6887555320815196, 0.7318027372862269, 0.5752673099202715, 0.6144012911648619, 0.5387425593260974, 0.6540569194945729, 0.7693712796630485, 0.8846856398315245, 1.0]","[0.0, 0.18951525317952866, 0.7519075481856693, 0.26212172189410476, 0.2535073879364588, 0.24489305397881236, 0.2362787200211664, 0.22766438606351996, 0.219050052105874, 0.19566824826854007, 0.2670440710209705, 0.3814915635616317, 0.4614816733273649, 0.5488556588659722, 0.6251538307452683, 0.5771598118301718, 0.6386907016071538, 0.6140782518076742, 0.7105586888557559, 0.8070391259038371, 0.9035195629519188, 1.0]","[0.0, 0.13694826802054275, 0.4393930574751819, 0.4391341153974263, 0.43681647314250555, 0.43382381094129874, 0.4339774056438307, 0.3029265987736769, 0.3029513863913766, 0.35083796533495926, 0.3503873618560614, 0.5744209490780445, 0.5744811475781723, 0.7967220588772316, 0.797063773892663, 0.7348495092826308, 0.7354705276332141, 0.8728944080683696, 0.8722233718463566, 1.0, 0.9982073240770762, 0.9589154089348296]"
"Row(start=datetime.datetime(2021, 1, 28, 19, 0), end=datetime.datetime(2021, 2, 8, 19, 0))","[0.12112700000000003, 0.15540500000000002, 0.07397699999999997, 0.13701899999999992, 0.0046249999999999954, 0.07974200000000001, 0.3096269999999998, 0.02547500000000001, 0.069555, -0.012651000000000008, 0.15630700000000006, 0.16276099999999996, 0.11636800000000001, 0.070293, 0.090328, 0.16828000000000007, 0.17901499999999998, 0.08691800000000001, 0.064792, 0.156231, 0.09529800000000002, 0.199229]","[0.006390909090909085, 0.006390909090909073, -0.3883, -0.3883, 0.3262, 0.3262, 0.25905, 0.25905, 0.21664285714285714, 0.21664285714285716, 0.30404, 0.30404, 0.014800000000000008, 0.014800000000000008, -0.09851428571428573, -0.09851428571428571, 0.7152, 0.7152, 0.490075, 0.490075, 0.48147, 0.48147]","[0.2334145582966614, 0.0, 0.03391447522567538, 0.06782895045135275, 0.10174342567702813, 0.1356579009027055, 0.1695723761283809, 0.3628327631965715, 0.5151966652324497, 0.5911885114957464, 0.7062759064322502, 0.588745372520118, 0.6580180540941215, 0.7710893801200482, 0.8224986048334533, 0.8567643212248497, 0.8743792041373607, 0.8919940870498716, 0.9096089699623845, 0.9272238528748955, 0.9448387357874064, 1.0]","[0.3098345985080848, 0.013925139303683274, 0.011140111442946743, 0.008355083582209903, 0.0055700557214733715, 0.0027850278607365313, 0.0, 0.013925139303683274, 0.0704960384749909, 0.18798954660047884, 0.21061793946915283, 0.2689295225536095, 0.2976501431175506, 0.1932114323391714, 0.21932119303414355, 0.168842521558103, 0.24577899091129263, 0.3227154602644822, 0.39965192961767215, 0.4765883989708618, 0.5535248683240515, 1.0]","[0.3528493343636886, 0.04215463369529774, 0.03669014745098751, 0.031225661206677004, 0.025761174962366774, 0.02029668871805627, 0.014832202473746042, 0.0, 0.045277116434613386, 0.11787666409077847, 0.1686182369906479, 0.22404375734239806, 0.2724433565163271, 0.24199844255545977, 0.2810304446161703, 0.2654175842337775, 0.3266197646561339, 0.3878219450784901, 0.4490241255008465, 0.5102263059232027, 0.5714284863455591, 1.0]","[0.09205800265689744, 0.0918833246392451, 0.09031988173253122, 0.0883010816003134, 0.08840469403129693, 0.0, 1.672131451030884e-05, 0.0323202107841132, 0.032016241173907944, 0.18314557188239303, 0.1831861807890609, 0.3331062021445683, 0.333336717408889, 0.29136800955742564, 0.29178693820488927, 0.38449080163474736, 0.38403813176336116, 0.4702341193047875, 0.4690248099518098, 0.4425191376937545, 0.4412492135756769, 1.0]"
"Row(start=datetime.datetime(2021, 1, 29, 19, 0), end=datetime.datetime(2021, 2, 9, 19, 0))","[0.07397699999999997, 0.13701899999999992, 0.0046249999999999954, 0.07974200000000001, 0.3096269999999998, 0.02547500000000001, 0.069555, -0.012651000000000008, 0.15630700000000006, 0.16276099999999996, 0.11636800000000001, 0.070293, 0.090328, 0.16828000000000007, 0.17901499999999998, 0.08691800000000001, 0.064792, 0.156231, 0.09529800000000002, 0.199229, 0.177057, 0.18054499999999993]","[-0.3883, -0.3883, 0.3262, 0.3262, 0.25905, 0.25905, 0.21664285714285714, 0.21664285714285716, 0.30404, 0.30404, 0.014800000000000008, 0.014800000000000008, -0.09851428571428573, -0.09851428571428571, 0.7152, 0.7152, 0.490075, 0.490075, 0.48147, 0.48147, 0.218325, 0.218325]","[0.0, 0.03432767698466938, 0.06865535396933675, 0.10298303095400613, 0.1373107079386735, 0.33292571000086507, 0.4871459589773689, 0.564063662543074, 0.6805532408749905, 0.5615907572415488, 0.6317074322338789, 0.7461563785972744, 0.7981919548003794, 0.8328751523467053, 0.850704648652331, 0.8685341449579567, 0.8863636412635844, 0.90419313756921, 0.9220226338748357, 0.9778559630758803, 0.9548743291947923, 1.0]","[0.007524978025123935, 0.005643733518842847, 0.0037624890125619675, 0.0018812445062808794, 0.0, 0.009406222531404815, 0.047619015581614056, 0.12698411630498246, 0.14226925595126966, 0.18165785485065886, 0.20105820283805848, 0.1305114217215049, 0.14814817306615202, 0.11405058835705521, 0.16602001830202462, 0.21798944824699404, 0.2699588781919637, 0.3219283081369331, 0.3738977380819025, 0.6754849862734815, 0.8777188828297025, 1.0]","[0.023641892051364927, 0.02012076164226159, 0.016599631233158427, 0.013078500824055086, 0.009557370414951924, 0.0, 0.029175044896566638, 0.07595574183864945, 0.1086518979557023, 0.14436623164153053, 0.17555329897419572, 0.155935624492581, 0.18108652857386554, 0.1710261285641177, 0.21046274693111658, 0.24989936529811527, 0.28933598366511415, 0.32877260203211284, 0.36820922039911175, 0.6443662316415305, 0.7837022632781872, 1.0]","[0.08839654845411318, 0.08642073803138443, 0.08652214406846281, 0.0, 1.636523941322434e-05, 0.031631962130835994, 0.03133446545721703, 0.17924554492886527, 0.17928528908172597, 0.3260128110600964, 0.3262384175748644, 0.28516342006617984, 0.2855734277607648, 0.3763031917769348, 0.3758601613671053, 0.46022063265093205, 0.45903707515765424, 0.4330958327963489, 0.43185295131019813, 0.9787053166863781, 0.9778470183264381, 1.0]"
"Row(start=datetime.datetime(2021, 1, 30, 19, 0), end=datetime.datetime(2021, 2, 10, 19, 0))","[0.0046249999999999954, 0.07974200000000001, 0.3096269999999998, 0.02547500000000001, 0.069555, -0.012651000000000008, 0.15630700000000006, 0.16276099999999996, 0.11636800000000001, 0.070293, 0.090328, 0.16828000000000007, 0.17901499999999998, 0.08691800000000001, 0.064792, 0.156231, 0.09529800000000002, 0.199229, 0.177057, 0.18054499999999993, 0.1693820000000001, -0.008331999999999999]","[0.3262, 0.3262, 0.25905, 0.25905, 0.21664285714285714, 0.21664285714285716, 0.30404, 0.30404, 0.014800000000000008, 0.014800000000000008, -0.09851428571428573, -0.09851428571428571, 0.7152, 0.7152, 0.490075, 0.490075, 0.48147, 0.48147, 0.218325, 0.218325, 0.35224285714285714, 0.35224285714285714]","[0.0, 0.03346137486255862, 0.06692274972511528, 0.25760116107425457, 0.40792946801749874, 0.48290605655067154, 0.5964558737983237, 0.48049555812600686, 0.5488427505993674, 0.6604034337938851, 0.7111258267568269, 0.7449337501723287, 0.762313296704405, 0.7796928432364811, 0.7970723897685594, 0.8144519363006356, 0.8318314828327119, 0.8862557877181008, 0.8638541242850466, 0.9078409920073168, 1.0, 0.8699980581512256]","[0.0037624890125619675, 0.0018812445062808794, 0.0, 0.009406222531404815, 0.047619015581614056, 0.12698411630498246, 0.14226925595126966, 0.18165785485065886, 0.20105820283805848, 0.1305114217215049, 0.14814817306615202, 0.11405058835705521, 0.16602001830202462, 0.21798944824699404, 0.2699588781919637, 0.3219283081369331, 0.3738977380819025, 0.6754849862734815, 0.8777188828297025, 1.0, 0.827748367680746, 0.7895354624995192]","[0.016599631233158427, 0.013078500824055086, 0.009557370414951924, 0.0, 0.029175044896566638, 0.07595574183864945, 0.1086518979557023, 0.14436623164153053, 0.17555329897419572, 0.155935624492581, 0.18108652857386554, 0.1710261285641177, 0.21046274693111658, 0.24989936529811527, 0.28933598366511415, 0.32877260203211284, 0.36820922039911175, 0.6443662316415305, 0.7837022632781872, 1.0, 0.8581489163324489, 0.8340040714407562]","[0.08652214406846281, 0.0, 1.636523941322434e-05, 0.031631962130835994, 0.03133446545721703, 0.17924554492886527, 0.17928528908172597, 0.3260128110600964, 0.3262384175748644, 0.28516342006617984, 0.2855734277607648, 0.3763031917769348, 0.3758601613671053, 0.46022063265093205, 0.45903707515765424, 0.4330958327963489, 0.43185295131019813, 0.9787053166863781, 0.9778470183264381, 1.0, 0.9991513454418571, 0.8830738712295292]"
"Row(start=datetime.datetime(2021, 1, 31, 19, 0), end=datetime.datetime(2021, 2, 11, 19, 0))","[0.3096269999999998, 0.02547500000000001, 0.069555, -0.012651000000000008, 0.15630700000000006, 0.16276099999999996, 0.11636800000000001, 0.070293, 0.090328, 0.16828000000000007, 0.17901499999999998, 0.08691800000000001, 0.064792, 0.156231, 0.09529800000000002, 0.199229, 0.177057, 0.18054499999999993, 0.1693820000000001, -0.008331999999999999, 0.14276199999999983, 0.208174]","[0.25905, 0.25905, 0.21664285714285714, 0.21664285714285716, 0.30404, 0.30404, 0.014800000000000008, 0.014800000000000008, -0.09851428571428573, -0.09851428571428571, 0.7152, 0.7152, 0.490075, 0.490075, 0.48147, 0.48147, 0.218325, 0.218325, 0.35224285714285714, 0.35224285714285714, 0.24575999999999998, 0.24576000000000003]","[0.0, 0.20435436754348624, 0.36546461527373303, 0.44581872155066204, 0.5675126297605132, 0.4432353358514024, 0.5164845683808906, 0.6360466766218235, 0.690407012754763, 0.7266397291836997, 0.745265782414508, 0.7638918356453163, 0.7825178888761267, 0.8011439421069351, 0.8197699953377433, 0.878097754233757, 0.8540893846947348, 0.9012311060359331, 1.0, 0.8606739776256725, 0.9444864873387073, 0.9220682401219844]","[0.0, 0.009029337111290245, 0.045711032580680475, 0.12189615864060717, 0.13656885835600105, 0.17437924787384976, 0.19300226912065951, 0.1252821331477938, 0.14221222096010466, 0.1094808470221303, 0.15936798299919386, 0.2092551189762574, 0.25914225495332116, 0.30902939093038473, 0.3589165269074483, 0.6484198767693431, 0.8425507323002722, 0.9599323300234232, 0.7945824192608636, 0.7579006161532845, 1.0, 0.9418736558008427]","[0.008221572005173858, 0.0, 0.02509735648584353, 0.06533968797064714, 0.09346602294958789, 0.12418869595130393, 0.15101686191885705, 0.13414107743818737, 0.1557767324271378, 0.14712243741816805, 0.18104714510111017, 0.21497185278405212, 0.24889656046699424, 0.2828212681499362, 0.3167459758328783, 0.554305540241011, 0.67416708868783, 0.8602336885794141, 0.7382086076470895, 0.7174383986657309, 0.9681955607555313, 1.0]","[0.0, 0.028564020660828623, 0.02829523873142322, 0.16192975920254674, 0.16196566720097416, 0.29453086860128047, 0.29473469929823626, 0.2576243109822765, 0.2579947442307596, 0.33996716002320293, 0.339566891452497, 0.41578478646754274, 0.41471546739672555, 0.39127810559961473, 0.3901551885605566, 0.8842246921879245, 0.8834492378395319, 0.9034639865218271, 0.9026972451436412, 0.7978237112658969, 0.796507524705891, 1.0]"
"Row(start=datetime.datetime(2021, 2, 1, 19, 0), end=datetime.datetime(2021, 2, 12, 19, 0))","[0.069555, -0.012651000000000008, 0.15630700000000006, 0.16276099999999996, 0.11636800000000001, 0.070293, 0.090328, 0.16828000000000007, 0.17901499999999998, 0.08691800000000001, 0.064792, 0.156231, 0.09529800000000002, 0.199229, 0.177057, 0.18054499999999993, 0.1693820000000001, -0.008331999999999999, 0.14276199999999983, 0.208174, 0.08839499999999997, 0.14812]","[0.21664285714285714, 0.21664285714285716, 0.30404, 0.30404, 0.014800000000000008, 0.014800000000000008, -0.09851428571428573, -0.09851428571428571, 0.7152, 0.7152, 0.490075, 0.490075, 0.48147, 0.48147, 0.218325, 0.218325, 0.35224285714285714, 0.35224285714285714, 0.24575999999999998, 0.24576000000000003, 0.40385, 0.40385]","[0.0, 0.1261485042262834, 0.31719666847586836, 0.12209282795906136, 0.23708733847570926, 0.42478877422753863, 0.5101294669455313, 0.5670114757605277, 0.596252654134261, 0.6254938325079943, 0.6547350108817308, 0.6839761892554641, 0.7132173676291973, 0.8047865466111059, 0.7670956301590978, 0.8411037662629259, 0.9961617815274023, 0.7774328311767296, 0.9090107084704231, 0.8738161367827207, 0.7895256060973044, 1.0]","[0.0, 0.07908613975424142, 0.094317553552138, 0.1335677051790941, 0.15289986274240758, 0.08260104701932915, 0.10017580681854242, 0.06619807195766156, 0.11798483417575494, 0.1697715963938483, 0.2215583586119419, 0.27334512083003526, 0.3251318830481287, 0.6256590800299813, 0.8271821431939498, 0.9490334535771223, 0.7773872697717304, 0.7393086794085454, 0.9906268394685078, 0.9302871325141381, 0.9666081016394483, 1.0]","[0.0, 0.032381626998972145, 0.05501392623541504, 0.07973540982859696, 0.10132311688667035, 0.08774375062717703, 0.1051532217954965, 0.09818940676342387, 0.12548745808664374, 0.15278550940986352, 0.18008356073308338, 0.20738161205630312, 0.234679663379523, 0.4258357152501094, 0.5222842014614462, 0.6720056269442488, 0.5738162201808249, 0.5571031437980851, 0.7588788508835201, 0.7844707947527456, 0.8906685423147496, 1.0]","[0.0, 0.13752584714791496, 0.137562800757549, 0.2739881911479802, 0.27419795722619683, 0.23600694510486944, 0.23638816506307928, 0.32074754978547887, 0.3203356257251467, 0.3987729227859761, 0.3976724660284923, 0.3735526276461909, 0.372397012191974, 0.8808534110083717, 0.8800553760709074, 0.900652937676107, 0.8998638694233335, 0.7919365050036817, 0.790581992179964, 1.0, 0.9977534379084257, 0.9718644454648955]"
"Row(start=datetime.datetime(2021, 2, 2, 19, 0), end=datetime.datetime(2021, 2, 13, 19, 0))","[0.15630700000000006, 0.16276099999999996, 0.11636800000000001, 0.070293, 0.090328, 0.16828000000000007, 0.17901499999999998, 0.08691800000000001, 0.064792, 0.156231, 0.09529800000000002, 0.199229, 0.177057, 0.18054499999999993, 0.1693820000000001, -0.008331999999999999, 0.14276199999999983, 0.208174, 0.08839499999999997, 0.14812, 0.052348000000000006, 0.21278400000000008]","[0.30404, 0.30404, 0.014800000000000008, 0.014800000000000008, -0.09851428571428573, -0.09851428571428571, 0.7152, 0.7152, 0.490075, 0.490075, 0.48147, 0.48147, 0.218325, 0.218325, 0.35224285714285714, 0.35224285714285714, 0.24575999999999998, 0.24576000000000003, 0.40385, 0.40385, 0.6124, 0.6124]","[0.21504824368489353, 0.0, 0.1267497731182737, 0.3336389045092399, 0.4277035115166839, 0.4904002583389479, 0.5226306031434949, 0.5548609479480419, 0.5870912927525924, 0.6193216375571394, 0.6515519823616863, 0.7524817798662659, 0.7109379262731831, 0.7925115111158135, 0.9634202629044212, 0.7223318430590903, 0.8673602102344546, 0.8285678891369594, 0.7356607965079709, 0.9676508415502574, 0.9838254207751287, 1.0]","[0.028335276337007588, 0.0678866417803063, 0.08736715833629644, 0.016528854899398048, 0.03423848705581236, 0.0, 0.05218418458812634, 0.10436836917625268, 0.15655255376437924, 0.20873673835250556, 0.2609209229406319, 0.5637544280554568, 0.7668240210650572, 0.8896104437141823, 0.7166470114411653, 0.6782761980661239, 0.9315230258883753, 0.8707202594895106, 0.9073199632762172, 0.9409681180007111, 0.9704840590003556, 1.0]","[0.0, 0.024663823523554427, 0.04620117969199069, 0.03265348577129808, 0.050022351313504555, 0.04307477859383641, 0.07030916029407193, 0.09754354199430733, 0.12477792369454287, 0.15201230539477825, 0.1792466870950138, 0.3699568890545692, 0.46618042006006444, 0.6155526372202547, 0.5175922461633243, 0.5009181511444774, 0.7022232391719652, 0.7277554927212372, 0.8337055460259112, 0.9427820004287394, 0.9713910002143697, 1.0]","[0.0, 0.15818588357536612, 0.15842910833236978, 0.11414644965893399, 0.11458847599841085, 0.21240358044485555, 0.21192595255415925, 0.30287436842690607, 0.30159838362656305, 0.27363131726684686, 0.27229137569749895, 0.8618489681378719, 0.8609236428641417, 0.884806612688834, 0.8838916843282917, 0.7587493962701547, 0.7571788322628188, 1.0, 0.9973951006594478, 0.9673766918219456, 0.9662758792559213, 0.9351683149974842]"
"Row(start=datetime.datetime(2021, 2, 3, 19, 0), end=datetime.datetime(2021, 2, 14, 19, 0))","[0.11636800000000001, 0.070293, 0.090328, 0.16828000000000007, 0.17901499999999998, 0.08691800000000001, 0.064792, 0.156231, 0.09529800000000002, 0.199229, 0.177057, 0.18054499999999993, 0.1693820000000001, -0.008331999999999999, 0.14276199999999983, 0.208174, 0.08839499999999997, 0.14812, 0.052348000000000006, 0.21278400000000008, 0.18371500000000004, 0.24949000000000002]","[0.014800000000000008, 0.014800000000000008, -0.09851428571428573, -0.09851428571428571, 0.7152, 0.7152, 0.490075, 0.490075, 0.48147, 0.48147, 0.218325, 0.218325, 0.35224285714285714, 0.35224285714285714, 0.24575999999999998, 0.24576000000000003, 0.40385, 0.40385, 0.6124, 0.6124, 0.5859, 0.5859]","[0.0, 0.2284554679939844, 0.3323254667274906, 0.4015577871528356, 0.43714785636732584, 0.47273792558181615, 0.5083279947963104, 0.5439180640108007, 0.579508133225291, 0.6909589569994664, 0.6450845292271058, 0.735161428752355, 0.9238858852360028, 0.6576661596593489, 0.8178124335244537, 0.7749763608350975, 0.6723845369736201, 0.9285574637665996, 0.9464180978249487, 0.9642787318832978, 0.9821393659416469, 1.0]","[0.08249719373071254, 0.015607513976060965, 0.03232998707383141, 0.0, 0.049275366941371634, 0.09855073388274327, 0.1478261008241151, 0.19710146776548673, 0.24637683470685837, 0.5323299870738314, 0.7240802039098311, 0.8400223438360845, 0.6767001292616859, 0.6404681573756241, 0.8795986614961993, 0.8221851242530348, 0.8567447106156398, 0.8885172712877241, 0.916387953465793, 0.944258635643862, 0.972129317821931, 1.0]","[0.013222880295205774, 0.0, 0.01695243716551128, 0.010171436431940488, 0.03675285842480955, 0.06333428041767848, 0.08991570241054754, 0.11649712440341649, 0.14307854639628553, 0.3292163633818052, 0.42313288079915745, 0.5689238145551881, 0.4733120792886511, 0.45703775513018, 0.6535164397967766, 0.6784365431239713, 0.7818463839662237, 0.8883076686717416, 0.9162307515038062, 0.9441538343358706, 0.9720769171679352, 1.0]","[0.04656336993254715, 0.0, 0.0004647922365451261, 0.1033177154749312, 0.10281548808319747, 0.19844806435401333, 0.19710636188928934, 0.16769889413901296, 0.16628994090877317, 0.7862118041326424, 0.7852388213822981, 0.8103518473917801, 0.8093897970318891, 0.6778022449829438, 0.6761507914553762, 0.9314780956305886, 0.9287390348951965, 0.8971745733800268, 0.8960170651302131, 0.8633073528939197, 0.8640699699491776, 1.0]"
"Row(start=datetime.datetime(2021, 2, 4, 19, 0), end=datetime.datetime(2021, 2, 15, 19, 0))","[0.090328, 0.16828000000000007, 0.17901499999999998, 0.08691800000000001, 0.064792, 0.156231, 0.09529800000000002, 0.199229, 0.177057, 0.18054499999999993, 0.1693820000000001, -0.008331999999999999, 0.14276199999999983, 0.208174, 0.08839499999999997, 0.14812, 0.052348000000000006, 0.21278400000000008, 0.18371500000000004, 0.24949000000000002, 0.051372999999999995, 0.122333]","[-0.09851428571428573, -0.09851428571428571, 0.7152, 0.7152, 0.490075, 0.490075, 0.48147, 0.48147, 0.218325, 0.218325, 0.35224285714285714, 0.35224285714285714, 0.24575999999999998, 0.24576000000000003, 0.40385, 0.40385, 0.6124, 0.6124, 0.5859, 0.5859, 0.12573333333333328, 0.12573333333333334]","[0.0, 0.0984258369023686, 0.14902333712087978, 0.19962083733939096, 0.25021833755790784, 0.300815837776419, 0.35141333799493024, 0.5098601520846076, 0.4446416397168076, 0.572701686915479, 0.8410064679660862, 0.46252862512018145, 0.6902045275762603, 0.629305567695131, 0.4834533694607111, 0.8476479328729999, 0.8730399440608323, 0.8984319552486647, 0.9238239664364971, 0.9492159776243352, 0.9746079888121676, 1.0]","[0.030623018255563385, 0.0, 0.04667371063122364, 0.09334742126244729, 0.14002113189367113, 0.18669484252489477, 0.2333685531561184, 0.5042238611143952, 0.6858499897381817, 0.7956705801220422, 0.6409715031620298, 0.6066525183146771, 0.8331573349242005, 0.7787751356644613, 0.811510034124826, 0.8416050571529909, 0.8680042142941591, 0.8944033714353273, 0.9208025285764955, 0.9472016857176636, 0.9736008428588319, 1.0]","[0.006484808845433132, 0.0, 0.025420354197893926, 0.050840708395787734, 0.07626106259368166, 0.10168141679157547, 0.1271017709894694, 0.3051091491750317, 0.39492342391256186, 0.5343462574958896, 0.4429108114688614, 0.4273473444522865, 0.6152439046100191, 0.6390755059967073, 0.7379684389053792, 0.839779529610124, 0.86648294134177, 0.8931863530734159, 0.9198897648050619, 0.946593176536708, 0.9732965882683541, 1.0]","[0.0, 0.10290075070845003, 0.10239828977677609, 0.19807533599589017, 0.1967330096282916, 0.1673118671594054, 0.16590225875412226, 0.786112390832408, 0.7851389556369421, 0.8102636594136851, 0.8093011616923256, 0.6776524203304443, 0.6760001988631655, 0.931446232371609, 0.9287058979500522, 0.8971267586961205, 0.8959687121952836, 0.8632437896690586, 0.8640067613476294, 1.0, 0.9982390666688763, 0.9344775698921167]"
