window,TwitterScore,NewsScore,StockPrice_IXIC,StockPrice_MARA,StockPrice_RIOT,StockPrice_BTC
"Row(start=datetime.datetime(2021, 2, 25, 19, 0), end=datetime.datetime(2021, 3, 8, 19, 0))","[-0.01497799999999997, 0.11485999999999999, 0.003185000000000002, 0.076147, 0.138761, 0.15755199999999997, 0.06650400000000001, 0.013755999999999997, 0.077324, 0.060188000000000005, 0.13021400000000002, 0.28837100000000015, 0.14604199999999995, 0.07062200000000002, 0.034086, 0.05118800000000002, 0.12920600000000002, 0.015829000000000003, 0.2060529999999999, 0.06530999999999999, 0.08078899999999997, 0.02495699999999998]","[0.1591, 0.1591, 0.26282500000000003, 0.26282500000000003, 0.5719, 0.5719, -0.16513333333333333, -0.16513333333333333, -0.019225, -0.019225, 0.018171428571428554, 0.018171428571428554, 0.12960000000000002, 0.12960000000000002, 0.14665, 0.506525, -0.9774, 0.0, -0.008500000000000008, 0.9628, 0.0, 0.9893]","[0.6298561126248328, 0.5889077241220169, 0.6320891231952448, 0.6752705222684728, 0.718451921341699, 0.761633320414927, 0.804814719488155, 0.9892757507714064, 1.0, 0.7569801303082568, 0.7342190823592757, 0.39240003273977697, 0.34821119522867056, 0.1154303949383516, 0.2533398023976956, 0.31403954610046575, 0.3108302590485541, 0.30762097199664246, 0.30441168494473264, 0.301202397892821, 0.29799311084090935, 0.0]","[0.0034812018255434988, 0.1427327608631309, 0.2135770025210534, 0.2844212441789759, 0.35526548583689876, 0.42610972749482096, 0.49695396915274376, 0.8694516945274033, 1.0, 0.5552653862364458, 0.8355091882247697, 0.7058310587079929, 0.5082679165859488, 0.30461254676863764, 0.33855538507278055, 0.13228898938574574, 0.1578764453063203, 0.18346390122689485, 0.20905135714746972, 0.23463881306804427, 0.26022626898861884, 0.0]","[0.1670367402756447, 0.2641510552337243, 0.32297457468349333, 0.3817980941332623, 0.44062161358303176, 0.49944513303280075, 0.5582686524825697, 0.811320674833054, 1.0, 0.5615981506551351, 0.8967813228023418, 0.5876803486997323, 0.4672586997640688, 0.29467265473921084, 0.333518423060924, 0.07325192349013038, 0.09433962024499178, 0.1154273169998528, 0.1365150137547142, 0.15760271050957522, 0.17869040726443663, 0.0]","[0.28734927941506977, 0.1690862003878361, 0.1697912070340211, 0.14780137385628744, 0.14858385979874067, 0.0, 0.0030574099605405088, 0.6321041233822076, 0.6294121299608043, 0.4559475250859828, 0.4611281974634048, 0.7596932918864889, 0.7574513377817073, 0.48157503869843576, 0.4767729708254732, 0.5330800877659092, 0.5291308416504519, 0.5309810032854518, 0.5318667949562627, 0.8537251331297624, 0.8491428646788374, 1.0]"
"Row(start=datetime.datetime(2021, 2, 26, 19, 0), end=datetime.datetime(2021, 3, 9, 19, 0))","[0.003185000000000002, 0.076147, 0.138761, 0.15755199999999997, 0.06650400000000001, 0.013755999999999997, 0.077324, 0.060188000000000005, 0.13021400000000002, 0.28837100000000015, 0.14604199999999995, 0.07062200000000002, 0.034086, 0.05118800000000002, 0.12920600000000002, 0.015829000000000003, 0.2060529999999999, 0.06530999999999999, 0.08078899999999997, 0.02495699999999998, 0.182912, 0.0798]","[0.26282500000000003, 0.26282500000000003, 0.5719, 0.5719, -0.16513333333333333, -0.16513333333333333, -0.019225, -0.019225, 0.018171428571428554, 0.018171428571428554, 0.12960000000000002, 0.12960000000000002, 0.14665, 0.506525, -0.9774, 0.0, -0.008500000000000008, 0.9628, 0.0, 0.9893, 0.9022, 0.9941]","[0.6320891231952448, 0.6752705222684728, 0.718451921341699, 0.761633320414927, 0.804814719488155, 0.9892757507714064, 1.0, 0.7569801303082568, 0.7342190823592757, 0.39240003273977697, 0.34821119522867056, 0.1154303949383516, 0.2533398023976956, 0.31403954610046575, 0.3108302590485541, 0.30762097199664246, 0.30441168494473264, 0.301202397892821, 0.29799311084090935, 0.0, 0.31698809830216645, 0.46921622749017067]","[0.2135770025210534, 0.2844212441789759, 0.35526548583689876, 0.42610972749482096, 0.49695396915274376, 0.8694516945274033, 1.0, 0.5552653862364458, 0.8355091882247697, 0.7058310587079929, 0.5082679165859488, 0.30461254676863764, 0.33855538507278055, 0.13228898938574574, 0.1578764453063203, 0.18346390122689485, 0.20905135714746972, 0.23463881306804427, 0.26022626898861884, 0.0, 0.30548305472596676, 0.7188860220558563]","[0.32297457468349333, 0.3817980941332623, 0.44062161358303176, 0.49944513303280075, 0.5582686524825697, 0.811320674833054, 1.0, 0.5615981506551351, 0.8967813228023418, 0.5876803486997323, 0.4672586997640688, 0.29467265473921084, 0.333518423060924, 0.07325192349013038, 0.09433962024499178, 0.1154273169998528, 0.1365150137547142, 0.15760271050957522, 0.17869040726443663, 0.0, 0.27580472222251623, 0.7314095433053864]","[0.1246087740275557, 0.10847056403886753, 0.10904482589662884, 0.0, 0.0022438152925448795, 0.4638975200679113, 0.46192188183675076, 0.3346172226131737, 0.3384192877781833, 0.5575344647851257, 0.5558891077769331, 0.35342510500240953, 0.34990089546942077, 0.3912243593491968, 0.38832603071736355, 0.3896838535228989, 0.39033393085064555, 0.6265438832441762, 0.6231809832217945, 0.7338941527318774, 0.7366243161989027, 1.0]"
"Row(start=datetime.datetime(2021, 2, 27, 19, 0), end=datetime.datetime(2021, 3, 10, 19, 0))","[0.138761, 0.15755199999999997, 0.06650400000000001, 0.013755999999999997, 0.077324, 0.060188000000000005, 0.13021400000000002, 0.28837100000000015, 0.14604199999999995, 0.07062200000000002, 0.034086, 0.05118800000000002, 0.12920600000000002, 0.015829000000000003, 0.2060529999999999, 0.06530999999999999, 0.08078899999999997, 0.02495699999999998, 0.182912, 0.0798, 0.12622799999999995, 0.136325]","[0.5719, 0.5719, -0.16513333333333333, -0.16513333333333333, -0.019225, -0.019225, 0.018171428571428554, 0.018171428571428554, 0.12960000000000002, 0.12960000000000002, 0.14665, 0.506525, -0.9774, 0.0, -0.008500000000000008, 0.9628, 0.0, 0.9893, 0.9022, 0.9941, 0.91762, 0.9451]","[0.718451921341699, 0.761633320414927, 0.804814719488155, 0.9892757507714064, 1.0, 0.7569801303082568, 0.7342190823592757, 0.39240003273977697, 0.34821119522867056, 0.1154303949383516, 0.2533398023976956, 0.31403954610046575, 0.3108302590485541, 0.30762097199664246, 0.30441168494473264, 0.301202397892821, 0.29799311084090935, 0.0, 0.31698809830216645, 0.46921622749017067, 0.6317041349746612, 0.4641770630250568]","[0.35526548583689876, 0.42610972749482096, 0.49695396915274376, 0.8694516945274033, 1.0, 0.5552653862364458, 0.8355091882247697, 0.7058310587079929, 0.5082679165859488, 0.30461254676863764, 0.33855538507278055, 0.13228898938574574, 0.1578764453063203, 0.18346390122689485, 0.20905135714746972, 0.23463881306804427, 0.26022626898861884, 0.0, 0.30548305472596676, 0.7188860220558563, 0.947780810611565, 0.8424715918758566]","[0.4287257819768743, 0.4859611934893913, 0.5431966050019084, 0.7894167694664388, 0.9730021604945265, 0.546436213917177, 0.8725701645778179, 0.5718142489650162, 0.45464372438030226, 0.2867171296999098, 0.32451414620300656, 0.0712742798162766, 0.09179265431861017, 0.11231102882094335, 0.13282940332327692, 0.1533477778256101, 0.17386615232794367, 0.0, 0.26835859059710104, 0.7116630658424559, 1.0, 0.946004320989053]","[0.09716377042818335, 0.0, 0.0019993388239690686, 0.4133532404812212, 0.41159285929886597, 0.29815876848777545, 0.30154657697670073, 0.49678790622799074, 0.49532182024635996, 0.31491742486309343, 0.31177719805096804, 0.3485982349474653, 0.3460156957440386, 0.3472255760136835, 0.3478048237103474, 0.5582783551090221, 0.5552818622166645, 0.6539322007100455, 0.6563648973021143, 0.8910442987940724, 0.891034596754488, 1.0]"
"Row(start=datetime.datetime(2021, 2, 28, 19, 0), end=datetime.datetime(2021, 3, 11, 19, 0))","[0.06650400000000001, 0.013755999999999997, 0.077324, 0.060188000000000005, 0.13021400000000002, 0.28837100000000015, 0.14604199999999995, 0.07062200000000002, 0.034086, 0.05118800000000002, 0.12920600000000002, 0.015829000000000003, 0.2060529999999999, 0.06530999999999999, 0.08078899999999997, 0.02495699999999998, 0.182912, 0.0798, 0.12622799999999995, 0.136325, 0.063533, 0.2897700000000001]","[-0.16513333333333333, -0.16513333333333333, -0.019225, -0.019225, 0.018171428571428554, 0.018171428571428554, 0.12960000000000002, 0.12960000000000002, 0.14665, 0.506525, -0.9774, 0.0, -0.008500000000000008, 0.9628, 0.0, 0.9893, 0.9022, 0.9941, 0.91762, 0.9451, 0.4324666666666667, 0.9860500000000001]","[0.804814719488155, 0.9892757507714064, 1.0, 0.7569801303082568, 0.7342190823592757, 0.39240003273977697, 0.34821119522867056, 0.1154303949383516, 0.2533398023976956, 0.31403954610046575, 0.3108302590485541, 0.30762097199664246, 0.30441168494473264, 0.301202397892821, 0.29799311084090935, 0.0, 0.31698809830216645, 0.46921622749017067, 0.6317041349746612, 0.4641770630250568, 0.670661511137934, 0.7972510421011837]","[0.4293233459022339, 0.7511277377083222, 0.8639096828911272, 0.47969914374394723, 0.721804477851884, 0.6097742861031308, 0.43909757464150095, 0.2631577286835524, 0.2924812753593093, 0.1142857388702273, 0.13639098980056158, 0.15849624073089583, 0.18060149166123035, 0.2027067425915646, 0.22481199352189887, 0.0, 0.26390976893692286, 0.6210525953491387, 0.8187970195457327, 0.7278193657822545, 0.781203037818131, 1.0]","[0.41348132413415944, 0.6009041443319529, 0.7406493671021034, 0.4159473148484375, 0.6642005191625415, 0.4352650783228002, 0.3460748602532093, 0.21824911523489315, 0.24702020895696494, 0.05425399077197676, 0.06987258002710595, 0.08549116928223484, 0.10110975853736402, 0.11672834779249291, 0.1323469370476221, 0.0, 0.2042745929578781, 0.5417180153415729, 0.7612001259336052, 0.7200986082706017, 0.7801067864290234, 1.0]","[0.0, 0.3536196149975381, 0.35210630659461434, 0.25459290181442557, 0.25750522506871515, 0.4253440699254126, 0.42408375184336966, 0.26899944953754357, 0.2662999594103441, 0.29795309516204666, 0.29573302014840863, 0.2967730914675848, 0.29727104067058807, 0.47820421971792354, 0.4756282901870028, 0.5604328698369433, 0.5625241329289606, 0.7642658430941056, 0.7642575027538568, 0.85792940859574, 0.8543415177812965, 1.0]"
"Row(start=datetime.datetime(2021, 3, 1, 19, 0), end=datetime.datetime(2021, 3, 12, 19, 0))","[0.077324, 0.060188000000000005, 0.13021400000000002, 0.28837100000000015, 0.14604199999999995, 0.07062200000000002, 0.034086, 0.05118800000000002, 0.12920600000000002, 0.015829000000000003, 0.2060529999999999, 0.06530999999999999, 0.08078899999999997, 0.02495699999999998, 0.182912, 0.0798, 0.12622799999999995, 0.136325, 0.063533, 0.2897700000000001, 0.09270300000000004, 0.055337000000000004]","[-0.019225, -0.019225, 0.018171428571428554, 0.018171428571428554, 0.12960000000000002, 0.12960000000000002, 0.14665, 0.506525, -0.9774, 0.0, -0.008500000000000008, 0.9628, 0.0, 0.9893, 0.9022, 0.9941, 0.91762, 0.9451, 0.4324666666666667, 0.9860500000000001, 0.9954000000000001, 0.83008]","[1.0, 0.7569801303082568, 0.7342190823592757, 0.39240003273977697, 0.34821119522867056, 0.1154303949383516, 0.2533398023976956, 0.31403954610046575, 0.3108302590485541, 0.30762097199664246, 0.30441168494473264, 0.301202397892821, 0.29799311084090935, 0.0, 0.31698809830216645, 0.46921622749017067, 0.6317041349746612, 0.4641770630250568, 0.670661511137934, 0.7972510421011837, 0.6196663501164136, 0.7176687306532079]","[0.8639096828911272, 0.47969914374394723, 0.721804477851884, 0.6097742861031308, 0.43909757464150095, 0.2631577286835524, 0.2924812753593093, 0.1142857388702273, 0.13639098980056158, 0.15849624073089583, 0.18060149166123035, 0.2027067425915646, 0.22481199352189887, 0.0, 0.26390976893692286, 0.6210525953491387, 0.8187970195457327, 0.7278193657822545, 0.781203037818131, 1.0, 0.696240558804342, 0.9165413146736333]","[0.7406493671021034, 0.4159473148484375, 0.6642005191625415, 0.4352650783228002, 0.3460748602532093, 0.21824911523489315, 0.24702020895696494, 0.05425399077197676, 0.06987258002710595, 0.08549116928223484, 0.10110975853736402, 0.11672834779249291, 0.1323469370476221, 0.0, 0.2042745929578781, 0.5417180153415729, 0.7612001259336052, 0.7200986082706017, 0.7801067864290234, 1.0, 0.7858609738154684, 0.9794492411684983]","[0.13059596369534973, 0.0, 0.0039003628562008035, 0.22868049169063023, 0.22699259601251193, 0.01929413692060809, 0.0156788133100503, 0.05807064422592815, 0.055097382892929085, 0.056490310527297784, 0.05715719480012295, 0.29947406329029613, 0.2960242196481813, 0.40959974118932935, 0.41240048965522663, 0.6825854259309593, 0.6825742560330894, 0.8080254475095472, 0.8032203229258844, 0.9982951426251163, 1.0, 0.9481977369786916]"
"Row(start=datetime.datetime(2021, 3, 2, 19, 0), end=datetime.datetime(2021, 3, 13, 19, 0))","[0.13021400000000002, 0.28837100000000015, 0.14604199999999995, 0.07062200000000002, 0.034086, 0.05118800000000002, 0.12920600000000002, 0.015829000000000003, 0.2060529999999999, 0.06530999999999999, 0.08078899999999997, 0.02495699999999998, 0.182912, 0.0798, 0.12622799999999995, 0.136325, 0.063533, 0.2897700000000001, 0.09270300000000004, 0.055337000000000004, 0.154567, 0.11249299999999998]","[0.018171428571428554, 0.018171428571428554, 0.12960000000000002, 0.12960000000000002, 0.14665, 0.506525, -0.9774, 0.0, -0.008500000000000008, 0.9628, 0.0, 0.9893, 0.9022, 0.9941, 0.91762, 0.9451, 0.4324666666666667, 0.9860500000000001, 0.9954000000000001, 0.83008, 0.94205, 0.9887]","[0.9209383789881478, 0.4921913074024872, 0.4367648041085622, 0.1447855052457889, 0.31776666196636066, 0.3939029609454047, 0.38987751992063857, 0.3858520788958725, 0.38182663787110865, 0.3778011968463425, 0.3737757558215764, 0.0, 0.39760135962536086, 0.5885426330124756, 0.7923528494986752, 0.5822219583453934, 0.8412174782116077, 1.0, 0.7772537348878977, 0.9001791063976112, 0.9011089367828122, 0.9020387671680156]","[0.721804477851884, 0.6097742861031308, 0.43909757464150095, 0.2631577286835524, 0.2924812753593093, 0.1142857388702273, 0.13639098980056158, 0.15849624073089583, 0.18060149166123035, 0.2027067425915646, 0.22481199352189887, 0.0, 0.26390976893692286, 0.6210525953491387, 0.8187970195457327, 0.7278193657822545, 0.781203037818131, 1.0, 0.696240558804342, 0.9165413146736333, 0.9212819421529723, 0.9260225696323107]","[0.6642005191625415, 0.4352650783228002, 0.3460748602532093, 0.21824911523489315, 0.24702020895696494, 0.05425399077197676, 0.06987258002710595, 0.08549116928223484, 0.10110975853736402, 0.11672834779249291, 0.1323469370476221, 0.0, 0.2042745929578781, 0.5417180153415729, 0.7612001259336052, 0.7200986082706017, 0.7801067864290234, 1.0, 0.7858609738154684, 0.9794492411684983, 0.9791984305623317, 0.9789476199561649]","[0.0, 0.165462008580962, 0.16421953839187206, 0.011331449935303238, 0.00867018841999512, 0.03987507084059504, 0.037686435240352506, 0.03871177767335885, 0.03920267520885223, 0.21757358362205031, 0.21503413290959417, 0.2986377593390059, 0.3006994071772752, 0.4995841683717641, 0.4995759461425716, 0.591921324838654, 0.5883842436508403, 0.7319799950118476, 0.7332349508082299, 0.6951029925564464, 0.6959824665530375, 1.0]"
"Row(start=datetime.datetime(2021, 3, 3, 19, 0), end=datetime.datetime(2021, 3, 14, 20, 0))","[0.14604199999999995, 0.07062200000000002, 0.034086, 0.05118800000000002, 0.12920600000000002, 0.015829000000000003, 0.2060529999999999, 0.06530999999999999, 0.08078899999999997, 0.02495699999999998, 0.182912, 0.0798, 0.12622799999999995, 0.136325, 0.063533, 0.2897700000000001, 0.09270300000000004, 0.055337000000000004, 0.154567, 0.11249299999999998, 0.046019000000000004, 0.082953]","[0.12960000000000002, 0.12960000000000002, 0.14665, 0.506525, -0.9774, 0.0, -0.008500000000000008, 0.9628, 0.0, 0.9893, 0.9022, 0.9941, 0.91762, 0.9451, 0.4324666666666667, 0.9860500000000001, 0.9954000000000001, 0.83008, 0.94205, 0.9887, 0.0, 0.13715]","[0.4367648041085622, 0.1447855052457889, 0.31776666196636066, 0.3939029609454047, 0.38987751992063857, 0.3858520788958725, 0.38182663787110865, 0.3778011968463425, 0.3737757558215764, 0.0, 0.39760135962536086, 0.5885426330124756, 0.7923528494986752, 0.5822219583453934, 0.8412174782116077, 1.0, 0.7772537348878977, 0.9001791063976112, 0.9011089367828122, 0.9020387671680156, 0.9029685975532165, 0.9038984279384175]","[0.43909757464150095, 0.2631577286835524, 0.2924812753593093, 0.1142857388702273, 0.13639098980056158, 0.15849624073089583, 0.18060149166123035, 0.2027067425915646, 0.22481199352189887, 0.0, 0.26390976893692286, 0.6210525953491387, 0.8187970195457327, 0.7278193657822545, 0.781203037818131, 1.0, 0.696240558804342, 0.9165413146736333, 0.9212819421529723, 0.9260225696323107, 0.9307631971116497, 0.9355038245909886]","[0.3460748602532093, 0.21824911523489315, 0.24702020895696494, 0.05425399077197676, 0.06987258002710595, 0.08549116928223484, 0.10110975853736402, 0.11672834779249291, 0.1323469370476221, 0.0, 0.2042745929578781, 0.5417180153415729, 0.7612001259336052, 0.7200986082706017, 0.7801067864290234, 1.0, 0.7858609738154684, 0.9794492411684983, 0.9791984305623317, 0.9789476199561649, 0.9786968093499983, 0.9784459987438318]","[0.15690978739352013, 0.0026845369565417733, 0.0, 0.03147780088532275, 0.029270023438627966, 0.030304333535055034, 0.030799524469251778, 0.21073046806602136, 0.20816880727181128, 0.29250363252654893, 0.2945833115740129, 0.49520752247865796, 0.4951992283377006, 0.5883522613821726, 0.5847842448184658, 0.7296358872119706, 0.7309018188743929, 0.6924363578276723, 0.6933235237197072, 1.0, 0.9982735899192396, 0.8473764403390154]"
"Row(start=datetime.datetime(2021, 3, 4, 19, 0), end=datetime.datetime(2021, 3, 15, 20, 0))","[0.034086, 0.05118800000000002, 0.12920600000000002, 0.015829000000000003, 0.2060529999999999, 0.06530999999999999, 0.08078899999999997, 0.02495699999999998, 0.182912, 0.0798, 0.12622799999999995, 0.136325, 0.063533, 0.2897700000000001, 0.09270300000000004, 0.055337000000000004, 0.154567, 0.11249299999999998, 0.046019000000000004, 0.082953, 0.07941700000000002, 0.07992]","[0.14665, 0.506525, -0.9774, 0.0, -0.008500000000000008, 0.9628, 0.0, 0.9893, 0.9022, 0.9941, 0.91762, 0.9451, 0.4324666666666667, 0.9860500000000001, 0.9954000000000001, 0.83008, 0.94205, 0.9887, 0.0, 0.13715, -0.0258, 0.9958]","[0.29496201331170213, 0.36563436104633606, 0.3618978073695434, 0.35816125369275076, 0.3544247000159602, 0.35068814633916756, 0.34695159266237485, 0.0, 0.36906734269997693, 0.5463056409973788, 0.7354893376641717, 0.5404385720174106, 0.7808471772050019, 0.9282346092773172, 0.7214738169130032, 0.8355774011065912, 0.8364405018508925, 0.8373036025951958, 0.8381667033394969, 0.8390298040837982, 0.8398209797660751, 1.0]","[0.26662109423257707, 0.10418098975849094, 0.12433177098060866, 0.14448255220272638, 0.16463333342484435, 0.18478411464696207, 0.2049348958690798, 0.0, 0.24057578142801733, 0.566141276375896, 0.7464018236294508, 0.6634680988385827, 0.7121317715296742, 0.9115834642919847, 0.6346813805754494, 0.8355039067969207, 0.8398253844174542, 0.8441468620379874, 0.848468339658521, 0.8527898172790546, 0.8567511717645435, 1.0]","[0.2458078506623297, 0.05398771589508631, 0.06952965018213045, 0.0850715844691743, 0.10061351875621845, 0.11615545304326229, 0.13169738733030645, 0.0, 0.2032720272236759, 0.5390593003642606, 0.7574642077654128, 0.7165644135406303, 0.7762780756639328, 0.9950920683787194, 0.7820040218921491, 0.9746421712663281, 0.9743925916214665, 0.9741430119766046, 0.973893432331743, 0.9736438526868814, 0.9734150713457581, 1.0]","[0.0, 0.03147780088532275, 0.029270023438627966, 0.030304333535055034, 0.030799524469251778, 0.21073046806602136, 0.20816880727181128, 0.29250363252654893, 0.2945833115740129, 0.49520752247865796, 0.4951992283377006, 0.5883522613821726, 0.5847842448184658, 0.7296358872119706, 0.7309018188743929, 0.6924363578276723, 0.6933235237197072, 1.0, 0.9982735899192396, 0.8473764403390154, 0.8446329228245544, 0.5803818991125269]"
"Row(start=datetime.datetime(2021, 3, 5, 19, 0), end=datetime.datetime(2021, 3, 16, 20, 0))","[0.12920600000000002, 0.015829000000000003, 0.2060529999999999, 0.06530999999999999, 0.08078899999999997, 0.02495699999999998, 0.182912, 0.0798, 0.12622799999999995, 0.136325, 0.063533, 0.2897700000000001, 0.09270300000000004, 0.055337000000000004, 0.154567, 0.11249299999999998, 0.046019000000000004, 0.082953, 0.07941700000000002, 0.07992, 0.11721099999999998, 0.3814310000000005]","[-0.9774, 0.0, -0.008500000000000008, 0.9628, 0.0, 0.9893, 0.9022, 0.9941, 0.91762, 0.9451, 0.4324666666666667, 0.9860500000000001, 0.9954000000000001, 0.83008, 0.94205, 0.9887, 0.0, 0.13715, -0.0258, 0.9958, 0.3818, 0.99735]","[0.33677113850585355, 0.33329401482564086, 0.3298168911454301, 0.3263397674652174, 0.3228626437850047, 0.0, 0.34344289093601554, 0.5083754832009539, 0.6844241013904648, 0.5029157665078968, 0.7266327330850284, 0.8637870133533345, 0.6713816822765416, 0.7775630217982661, 0.7783661972096241, 0.779169372620984, 0.779972548032342, 0.7807757234436998, 0.7815119675707787, 0.9305697123552, 1.0, 0.9435458883311644]","[0.12433177098060866, 0.14448255220272638, 0.16463333342484435, 0.18478411464696207, 0.2049348958690798, 0.0, 0.24057578142801733, 0.566141276375896, 0.7464018236294508, 0.6634680988385827, 0.7121317715296742, 0.9115834642919847, 0.6346813805754494, 0.8355039067969207, 0.8398253844174542, 0.8441468620379874, 0.848468339658521, 0.8527898172790546, 0.8567511717645435, 1.0, 0.8965045577009635, 0.6751200525115758]","[0.06952965018213045, 0.0850715844691743, 0.10061351875621845, 0.11615545304326229, 0.13169738733030645, 0.0, 0.2032720272236759, 0.5390593003642606, 0.7574642077654128, 0.7165644135406303, 0.7762780756639328, 0.9950920683787194, 0.7820040218921491, 0.9746421712663281, 0.9743925916214665, 0.9741430119766046, 0.973893432331743, 0.9736438526868814, 0.9734150713457581, 1.0, 0.9415132817769343, 0.7361962960460859]","[0.0, 0.0010654972251819368, 0.0015756194488211652, 0.186931947100452, 0.1842930455973952, 0.2711707843002607, 0.27331317105834857, 0.47998672163244177, 0.4799781774016488, 0.5759400157023975, 0.572264414196461, 0.7214837088417283, 0.7227878116231286, 0.683162517282289, 0.6840764335241439, 1.0, 0.998221534183094, 0.8427744446487324, 0.8399482029742151, 0.5677293263633507, 0.5623489925877215, 0.6404540214371586]"
"Row(start=datetime.datetime(2021, 3, 6, 19, 0), end=datetime.datetime(2021, 3, 17, 20, 0))","[0.2060529999999999, 0.06530999999999999, 0.08078899999999997, 0.02495699999999998, 0.182912, 0.0798, 0.12622799999999995, 0.136325, 0.063533, 0.2897700000000001, 0.09270300000000004, 0.055337000000000004, 0.154567, 0.11249299999999998, 0.046019000000000004, 0.082953, 0.07941700000000002, 0.07992, 0.11721099999999998, 0.3814310000000005, 0.22033000000000008, 0.11046799999999994]","[-0.008500000000000008, 0.9628, 0.0, 0.9893, 0.9022, 0.9941, 0.91762, 0.9451, 0.4324666666666667, 0.9860500000000001, 0.9954000000000001, 0.83008, 0.94205, 0.9887, 0.0, 0.13715, -0.0258, 0.9958, 0.3818, 0.99735, 0.9828, 0.82096]","[0.3290858985634719, 0.3256164814370623, 0.3221470643106527, 0.0, 0.3426816982489806, 0.5072487407052051, 0.6829071719836891, 0.5018011247034994, 0.7250222542043122, 0.8618725513712321, 0.6698936595506516, 0.775839663121985, 0.7766410584084207, 0.7774424536948583, 0.7782438489812941, 0.7790452442677297, 0.7797798566136297, 0.9285072359478692, 0.9977836411609499, 0.9414546520615122, 0.7944521734495349, 1.0]","[0.16373551692463123, 0.1837764072546857, 0.20381729758474018, 0.0, 0.23926381803868135, 0.5630538640711816, 0.7423313728944568, 0.6598499214372594, 0.7082482101541936, 0.9066122069011696, 0.6312201895517081, 0.830947544012362, 0.8352454547535019, 0.8395433654946411, 0.843841276235781, 0.8481391869769208, 0.8520789384896321, 0.994546569145288, 0.8916155320846072, 0.6714383319865744, 0.5794136365675265, 1.0]","[0.09549692432608621, 0.11024848992918364, 0.12500005553228136, 0.0, 0.1929348425674632, 0.5116460079175705, 0.7189441639940831, 0.6801242856882649, 0.7368012724740993, 0.944487710261877, 0.7422360317431406, 0.9250777711089678, 0.9248408835738402, 0.9246039960387122, 0.9243671085035846, 0.924130220968457, 0.9239130740612564, 0.9491460541944717, 0.893633616370265, 0.6987578095047275, 0.6141304629511573, 1.0]","[0.0, 0.18564883957391456, 0.1830057736047122, 0.27002061458335974, 0.2721663822547232, 0.4791660855872874, 0.4791575278727931, 0.5752708041208882, 0.5715894021263702, 0.7210441806273629, 0.7223503414211131, 0.6826625141677718, 0.6835778726662796, 1.0, 0.9982187275756185, 0.8425263260654038, 0.8396956242821029, 0.5670471574441973, 0.5616583329318603, 0.6398866197915214, 0.6415845337376801, 0.8075208364500318]"
"Row(start=datetime.datetime(2021, 3, 7, 19, 0), end=datetime.datetime(2021, 3, 18, 20, 0))","[0.08078899999999997, 0.02495699999999998, 0.182912, 0.0798, 0.12622799999999995, 0.136325, 0.063533, 0.2897700000000001, 0.09270300000000004, 0.055337000000000004, 0.154567, 0.11249299999999998, 0.046019000000000004, 0.082953, 0.07941700000000002, 0.07992, 0.11721099999999998, 0.3814310000000005, 0.22033000000000008, 0.11046799999999994, 0.08605100000000002, 0.088986]","[0.0, 0.9893, 0.9022, 0.9941, 0.91762, 0.9451, 0.4324666666666667, 0.9860500000000001, 0.9954000000000001, 0.83008, 0.94205, 0.9887, 0.0, 0.13715, -0.0258, 0.9958, 0.3818, 0.99735, 0.9828, 0.82096, 0.8721333333333333, 0.9657]","[0.3221470643106527, 0.0, 0.3426816982489806, 0.5072487407052051, 0.6829071719836891, 0.5018011247034994, 0.7250222542043122, 0.8618725513712321, 0.6698936595506516, 0.775839663121985, 0.7766410584084207, 0.7774424536948583, 0.7782438489812941, 0.7790452442677297, 0.7797798566136297, 0.9285072359478692, 0.9977836411609499, 0.9414546520615122, 0.7944521734495349, 1.0, 0.8078686602169451, 0.5534799179126356]","[0.20381729758474018, 0.0, 0.23926381803868135, 0.5630538640711816, 0.7423313728944568, 0.6598499214372594, 0.7082482101541936, 0.9066122069011696, 0.6312201895517081, 0.830947544012362, 0.8352454547535019, 0.8395433654946411, 0.843841276235781, 0.8481391869769208, 0.8520789384896321, 0.994546569145288, 0.8916155320846072, 0.6714383319865744, 0.5794136365675265, 1.0, 0.9127471865957728, 0.8895706255310379]","[0.12500005553228136, 0.0, 0.1929348425674632, 0.5116460079175705, 0.7189441639940831, 0.6801242856882649, 0.7368012724740993, 0.944487710261877, 0.7422360317431406, 0.9250777711089678, 0.9248408835738402, 0.9246039960387122, 0.9243671085035846, 0.924130220968457, 0.9239130740612564, 0.9491460541944717, 0.893633616370265, 0.6987578095047275, 0.6141304629511573, 1.0, 0.9324534946760832, 0.823369583325744]","[0.0, 0.10650606597622025, 0.10913248315523871, 0.3624998836151915, 0.3624894089824243, 0.48013194933691694, 0.4756259175002405, 0.6585583956897274, 0.6601571350094815, 0.6115792797797689, 0.6126996775364906, 1.0, 0.9978197245869891, 0.8072524029583467, 0.8037876272085958, 0.47006621519706276, 0.4634703001486622, 0.5592216339185678, 0.5612998786494396, 0.7644057236497035, 0.7666088880750573, 0.663901622249051]"
