window,TwitterScore,NewsScore,StockPrice_IXIC,StockPrice_COG,StockPrice_DVN,StockPrice_HFC
"Row(start=datetime.datetime(2021, 1, 25, 19, 0), end=datetime.datetime(2021, 2, 5, 19, 0))","[0.2611059999999999, 0.068655, 0.13977899999999985, 0.07767899999999997, -0.21238200000000018, -0.180976, -0.05896799999999999, -0.1390149999999999, 0.24967700000000004, 0.164187, 0.17288299999999995, 0.17919393939393938, 0.23034791666666674, 0.14831199999999997, -0.06458200000000008, -0.11231600000000018, -0.10782800000000003, 0.006783999999999995, 0.3155120000000001, 0.13303099999999998, 0.334714, 0.17967999999999992]","[0.36715, 0.36715, 0.1956384615384616, 0.19563846153846157, 0.40951249999999995, 0.4095124999999999, 0.15632727272727276, 0.1563272727272727, 0.0, 0.0, 0.0, 0.0, 0.23541999999999996, 0.23542000000000002, 0.11819230769230771, 0.11819230769230771, 0.33106, 0.33106, 0.3277666666666666, 0.32776666666666665, 0.2954111111111111, 0.2954111111111111]","[0.777777501541399, 0.7069278426380795, 0.5293847829113546, 0.25446384176296266, 0.3215333439408103, 0.33918857773623184, 0.2724372998667436, 0.0, 0.03958436921975285, 0.07916873843950802, 0.11875310765926086, 0.15833747687901603, 0.19792184609876887, 0.42349191511366574, 0.6013283378746594, 0.6900246623838978, 0.8243526124226814, 0.687173074245709, 0.7680269098430756, 0.9000017402891863, 0.9600056683704926, 1.0]","[0.7987423496133721, 0.5220124805366487, 0.43396255839005393, 0.9371066843566238, 1.0, 0.515723029013289, 0.46540861641663206, 0.48427697098671096, 0.5371071641927109, 0.589937357398713, 0.642767550604713, 0.6955977438107152, 0.7484279370167151, 0.6603780148701204, 0.9622644904500622, 0.4465414614367732, 0.3522020877668188, 0.8679251167801079, 0.899371174806686, 0.8239001557068105, 0.9056606263300456, 0.0]","[0.5622125243362734, 0.17972409367982034, 0.0, 0.3456221076641133, 0.4423967548705508, 0.3410145863822344, 0.2534567396645, 0.0, 0.03133641849161217, 0.06267283698322434, 0.09400925547483815, 0.12534567396645033, 0.1566820924580625, 0.13824937044312893, 0.3732725091302227, 0.23041473844274218, 0.33179778589353126, 0.8018440632677187, 0.8709683090080469, 0.7788020620459609, 1.0, 0.6635946928245898]","[0.7523508516399907, 0.6144196728329623, 0.46394962208793056, 0.8965517653734367, 1.0, 0.5423195149236553, 0.45454501969830413, 0.14106544835540535, 0.16488996274392684, 0.1887144771324483, 0.21253899152096978, 0.23636350590949123, 0.2601880202980127, 0.0, 0.22570507611754767, 0.07210015790930709, 0.0877744952253511, 0.4420061477603007, 0.5517241173132816, 0.6520374844766362, 0.8244510095492977, 0.6865204286571013]"
"Row(start=datetime.datetime(2021, 1, 26, 19, 0), end=datetime.datetime(2021, 2, 6, 19, 0))","[0.13977899999999985, 0.07767899999999997, -0.21238200000000018, -0.180976, -0.05896799999999999, -0.1390149999999999, 0.24967700000000004, 0.164187, 0.17288299999999995, 0.17919393939393938, 0.23034791666666674, 0.14831199999999997, -0.06458200000000008, -0.11231600000000018, -0.10782800000000003, 0.006783999999999995, 0.3155120000000001, 0.13303099999999998, 0.334714, 0.17967999999999992, 0.13900363636363627, 0.12106444444444442]","[0.1956384615384616, 0.19563846153846157, 0.40951249999999995, 0.4095124999999999, 0.15632727272727276, 0.1563272727272727, 0.0, 0.0, 0.0, 0.0, 0.23541999999999996, 0.23542000000000002, 0.11819230769230771, 0.11819230769230771, 0.33106, 0.33106, 0.3277666666666666, 0.32776666666666665, 0.2954111111111111, 0.2954111111111111, 0.8149500000000001, 0.8149500000000001]","[0.5084764582889579, 0.2444136612893522, 0.3088342189393935, 0.3257921501840147, 0.2616772484093957, 0.0, 0.03802096417235467, 0.07604192834471157, 0.11406289251706624, 0.15208385668942315, 0.1901048208617778, 0.40676588383739526, 0.5775785654996667, 0.6627717829957911, 0.7917943814719057, 0.660032819799624, 0.7376932915221573, 0.8644557080757156, 0.922089750116771, 0.9605044850223854, 0.9802522425111927, 1.0]","[0.43396255839005393, 0.9371066843566238, 1.0, 0.515723029013289, 0.46540861641663206, 0.48427697098671096, 0.5371071641927109, 0.589937357398713, 0.642767550604713, 0.6955977438107152, 0.7484279370167151, 0.6603780148701204, 0.9622644904500622, 0.4465414614367732, 0.3522020877668188, 0.8679251167801079, 0.899371174806686, 0.8239001557068105, 0.9056606263300456, 0.0, 0.015094443738019093, 0.030188887476038186]","[0.0, 0.3456221076641133, 0.4423967548705508, 0.3410145863822344, 0.2534567396645, 0.0, 0.03133641849161217, 0.06267283698322434, 0.09400925547483815, 0.12534567396645033, 0.1566820924580625, 0.13824937044312893, 0.3732725091302227, 0.23041473844274218, 0.33179778589353126, 0.8018440632677187, 0.8709683090080469, 0.7788020620459609, 1.0, 0.6635946928245898, 0.6838713023147484, 0.7041479118049052]","[0.46394962208793056, 0.8965517653734367, 1.0, 0.5423195149236553, 0.45454501969830413, 0.14106544835540535, 0.16488996274392684, 0.1887144771324483, 0.21253899152096978, 0.23636350590949123, 0.2601880202980127, 0.0, 0.22570507611754767, 0.07210015790930709, 0.0877744952253511, 0.4420061477603007, 0.5517241173132816, 0.6520374844766362, 0.8244510095492977, 0.6865204286571013, 0.712852717433223, 0.7391850062093458]"
"Row(start=datetime.datetime(2021, 1, 27, 19, 0), end=datetime.datetime(2021, 2, 7, 19, 0))","[-0.21238200000000018, -0.180976, -0.05896799999999999, -0.1390149999999999, 0.24967700000000004, 0.164187, 0.17288299999999995, 0.17919393939393938, 0.23034791666666674, 0.14831199999999997, -0.06458200000000008, -0.11231600000000018, -0.10782800000000003, 0.006783999999999995, 0.3155120000000001, 0.13303099999999998, 0.334714, 0.17967999999999992, 0.13900363636363627, 0.12106444444444442, 0.1562908450704225, 0.2838344827586207]","[0.40951249999999995, 0.4095124999999999, 0.15632727272727276, 0.1563272727272727, 0.0, 0.0, 0.0, 0.0, 0.23541999999999996, 0.23542000000000002, 0.11819230769230771, 0.11819230769230771, 0.33106, 0.33106, 0.3277666666666666, 0.32776666666666665, 0.2954111111111111, 0.2954111111111111, 0.8149500000000001, 0.8149500000000001, 0.1486, 0.1486]","[0.2971000975853595, 0.3134137141428935, 0.2517348508377454, 0.0, 0.03657636192222856, 0.07315272384445926, 0.10972908576668781, 0.1463054476889185, 0.18288180961114708, 0.3913108599089569, 0.555633532975949, 0.637589843771536, 0.7617102431547819, 0.6349549471734242, 0.7096647180224167, 0.8316108108406121, 0.8870550539476123, 0.9240102253284543, 0.9430076689963401, 0.9620051126642261, 0.9810025563321141, 1.0]","[1.0, 0.515723029013289, 0.46540861641663206, 0.48427697098671096, 0.5371071641927109, 0.589937357398713, 0.642767550604713, 0.6955977438107152, 0.7484279370167151, 0.6603780148701204, 0.9622644904500622, 0.4465414614367732, 0.3522020877668188, 0.8679251167801079, 0.899371174806686, 0.8239001557068105, 0.9056606263300456, 0.0, 0.015094443738019093, 0.030188887476038186, 0.045283331214057275, 0.06037777495207637]","[0.4423967548705508, 0.3410145863822344, 0.2534567396645, 0.0, 0.03133641849161217, 0.06267283698322434, 0.09400925547483815, 0.12534567396645033, 0.1566820924580625, 0.13824937044312893, 0.3732725091302227, 0.23041473844274218, 0.33179778589353126, 0.8018440632677187, 0.8709683090080469, 0.7788020620459609, 1.0, 0.6635946928245898, 0.6838713023147484, 0.7041479118049052, 0.7244245212950636, 0.7447011307852205]","[1.0, 0.5423195149236553, 0.45454501969830413, 0.14106544835540535, 0.16488996274392684, 0.1887144771324483, 0.21253899152096978, 0.23636350590949123, 0.2601880202980127, 0.0, 0.22570507611754767, 0.07210015790930709, 0.0877744952253511, 0.4420061477603007, 0.5517241173132816, 0.6520374844766362, 0.8244510095492977, 0.6865204286571013, 0.712852717433223, 0.7391850062093458, 0.7655172949854675, 0.7918495837615903]"
"Row(start=datetime.datetime(2021, 1, 28, 19, 0), end=datetime.datetime(2021, 2, 8, 19, 0))","[-0.05896799999999999, -0.1390149999999999, 0.24967700000000004, 0.164187, 0.17288299999999995, 0.17919393939393938, 0.23034791666666674, 0.14831199999999997, -0.06458200000000008, -0.11231600000000018, -0.10782800000000003, 0.006783999999999995, 0.3155120000000001, 0.13303099999999998, 0.334714, 0.17967999999999992, 0.13900363636363627, 0.12106444444444442, 0.1562908450704225, 0.2838344827586207, 0.26553099999999996, 0.2858149999999998]","[0.15632727272727276, 0.1563272727272727, 0.0, 0.0, 0.0, 0.0, 0.23541999999999996, 0.23542000000000002, 0.11819230769230771, 0.11819230769230771, 0.33106, 0.33106, 0.3277666666666666, 0.32776666666666665, 0.2954111111111111, 0.2954111111111111, 0.8149500000000001, 0.8149500000000001, 0.1486, 0.1486, 0.27683636363636366, 0.2768363636363636]","[0.2334145582966614, 0.0, 0.03391447522567538, 0.06782895045135275, 0.10174342567702813, 0.1356579009027055, 0.1695723761283809, 0.3628327631965715, 0.5151966652324497, 0.5911885114957464, 0.7062759064322502, 0.588745372520118, 0.6580180540941215, 0.7710893801200482, 0.8224986048334533, 0.8567643212248497, 0.8743792041373607, 0.8919940870498716, 0.9096089699623845, 0.9272238528748955, 0.9448387357874064, 1.0]","[0.48365976406232664, 0.5032680471875347, 0.5581699933055824, 0.6130719394236324, 0.66797388554168, 0.7228758316597301, 0.7777777777777778, 0.6862749497918746, 1.0, 0.4640527275696525, 0.36601380520868004, 0.9019610776390276, 0.9346403028818404, 0.8562096636460761, 0.9411763972569098, 0.0, 0.01568637717365965, 0.0313727543473193, 0.04705913152097896, 0.0627455086946386, 0.07843188586829826, 0.163398619479132]","[0.2401750762106245, 0.0, 0.029694324598956896, 0.05938864919791379, 0.08908297379687223, 0.11877729839582914, 0.14847162299478603, 0.13100481417934068, 0.35371224867151974, 0.21834052406256768, 0.3144108877080175, 0.7598257566923756, 0.8253277473305459, 0.7379912045443188, 0.9475979077476637, 0.6288209425130349, 0.6480350152421255, 0.6672490879712145, 0.6864631607003051, 0.7056772334293941, 0.7248913061584847, 1.0]","[0.3698976600433338, 0.11479562419199216, 0.13418343341236827, 0.1535712426327444, 0.17295905185312052, 0.19234686107349666, 0.2117346702938728, 0.0, 0.18367329064829904, 0.05867335146936394, 0.07142874520304261, 0.35969383162491014, 0.4489796414865836, 0.5306122151080498, 0.67091814019888, 0.5586735947536235, 0.5801021696576841, 0.6015307445617455, 0.622959319465806, 0.6443878943698673, 0.6658164692739279, 1.0]"
"Row(start=datetime.datetime(2021, 1, 29, 19, 0), end=datetime.datetime(2021, 2, 9, 19, 0))","[0.24967700000000004, 0.164187, 0.17288299999999995, 0.17919393939393938, 0.23034791666666674, 0.14831199999999997, -0.06458200000000008, -0.11231600000000018, -0.10782800000000003, 0.006783999999999995, 0.3155120000000001, 0.13303099999999998, 0.334714, 0.17967999999999992, 0.13900363636363627, 0.12106444444444442, 0.1562908450704225, 0.2838344827586207, 0.26553099999999996, 0.2858149999999998, 0.4292560000000003, 0.3747420000000002]","[0.0, 0.0, 0.0, 0.0, 0.23541999999999996, 0.23542000000000002, 0.11819230769230771, 0.11819230769230771, 0.33106, 0.33106, 0.3277666666666666, 0.32776666666666665, 0.2954111111111111, 0.2954111111111111, 0.8149500000000001, 0.8149500000000001, 0.1486, 0.1486, 0.27683636363636366, 0.2768363636363636, 0.24062857142857141, 0.24062857142857141]","[0.0, 0.03432767698466938, 0.06865535396933675, 0.10298303095400613, 0.1373107079386735, 0.33292571000086507, 0.4871459589773689, 0.564063662543074, 0.6805532408749905, 0.5615907572415488, 0.6317074322338789, 0.7461563785972744, 0.7981919548003794, 0.8328751523467053, 0.850704648652331, 0.8685341449579567, 0.8863636412635844, 0.90419313756921, 0.9220226338748357, 0.9778559630758803, 0.9548743291947923, 1.0]","[0.5774999672174523, 0.6299999642372222, 0.6824999612569896, 0.7349999582767595, 0.787499955296527, 0.7000003576277833, 1.0, 0.48750031292431045, 0.3937505736945692, 0.9062502607702587, 0.9374997764826354, 0.8625004619358869, 0.943749918043633, 0.04374979883437184, 0.0587499001622438, 0.07375000149011576, 0.08875010281798773, 0.10375020414585968, 0.11875030547373164, 0.19999976158147775, 0.08125064820035739, 0.0]","[0.0, 0.02807596376953544, 0.05615192753907235, 0.08422789130860779, 0.11230385507814322, 0.09578899918918077, 0.30635872746069875, 0.1783648536524365, 0.2691993173240061, 0.6903387738670421, 0.7522708615917894, 0.6696942196193119, 0.8678772153421916, 0.5664738109083258, 0.5846407036426403, 0.6028075963769534, 0.6209744891112678, 0.6391413818455809, 0.6573082745798954, 0.9174233580275225, 1.0, 0.9669695007128534]","[0.13418343341236827, 0.1535712426327444, 0.17295905185312052, 0.19234686107349666, 0.2117346702938728, 0.0, 0.18367329064829904, 0.05867335146936394, 0.07142874520304261, 0.35969383162491014, 0.4489796414865836, 0.5306122151080498, 0.67091814019888, 0.5586735947536235, 0.5801021696576841, 0.6015307445617455, 0.622959319465806, 0.6443878943698673, 0.6658164692739279, 1.0, 0.9438772407088525, 0.8443876024287554]"
"Row(start=datetime.datetime(2021, 1, 30, 19, 0), end=datetime.datetime(2021, 2, 10, 19, 0))","[0.17288299999999995, 0.17919393939393938, 0.23034791666666674, 0.14831199999999997, -0.06458200000000008, -0.11231600000000018, -0.10782800000000003, 0.006783999999999995, 0.3155120000000001, 0.13303099999999998, 0.334714, 0.17967999999999992, 0.13900363636363627, 0.12106444444444442, 0.1562908450704225, 0.2838344827586207, 0.26553099999999996, 0.2858149999999998, 0.4292560000000003, 0.3747420000000002, 0.2563359999999999, 0.22351399999999993]","[0.0, 0.0, 0.23541999999999996, 0.23542000000000002, 0.11819230769230771, 0.11819230769230771, 0.33106, 0.33106, 0.3277666666666666, 0.32776666666666665, 0.2954111111111111, 0.2954111111111111, 0.8149500000000001, 0.8149500000000001, 0.1486, 0.1486, 0.27683636363636366, 0.2768363636363636, 0.24062857142857141, 0.24062857142857141, 0.2525285714285714, 0.25252857142857144]","[0.0, 0.03346137486255862, 0.06692274972511528, 0.25760116107425457, 0.40792946801749874, 0.48290605655067154, 0.5964558737983237, 0.48049555812600686, 0.5488427505993674, 0.6604034337938851, 0.7111258267568269, 0.7449337501723287, 0.762313296704405, 0.7796928432364811, 0.7970723897685594, 0.8144519363006356, 0.8318314828327119, 0.8862557877181008, 0.8638541242850466, 0.9078409920073168, 1.0, 0.8699980581512256]","[0.6824999612569896, 0.7349999582767595, 0.787499955296527, 0.7000003576277833, 1.0, 0.48750031292431045, 0.3937505736945692, 0.9062502607702587, 0.9374997764826354, 0.8625004619358869, 0.943749918043633, 0.04374979883437184, 0.0587499001622438, 0.07375000149011576, 0.08875010281798773, 0.10375020414585968, 0.11875030547373164, 0.19999976158147775, 0.08125064820035739, 0.0, 0.08749959766874368, 0.19999976158147775]","[0.0, 0.022178741811963346, 0.04435748362392669, 0.031311494256305375, 0.19765205784603218, 0.0965426852877616, 0.1682978041480407, 0.5009789313274944, 0.5499024801252552, 0.4846706669971242, 0.6412262719886289, 0.4031312116352978, 0.4174822354073541, 0.4318332591794092, 0.4461842829514655, 0.4605353067235206, 0.4748863304955769, 0.6803654842848424, 0.7455972974129735, 0.7195046965810561, 0.7521199810484468, 1.0]","[0.17295905185312052, 0.19234686107349666, 0.2117346702938728, 0.0, 0.18367329064829904, 0.05867335146936394, 0.07142874520304261, 0.35969383162491014, 0.4489796414865836, 0.5306122151080498, 0.67091814019888, 0.5586735947536235, 0.5801021696576841, 0.6015307445617455, 0.622959319465806, 0.6443878943698673, 0.6658164692739279, 1.0, 0.9438772407088525, 0.8443876024287554, 0.8443876024287554, 0.9489793982023239]"
"Row(start=datetime.datetime(2021, 1, 31, 19, 0), end=datetime.datetime(2021, 2, 11, 19, 0))","[0.23034791666666674, 0.14831199999999997, -0.06458200000000008, -0.11231600000000018, -0.10782800000000003, 0.006783999999999995, 0.3155120000000001, 0.13303099999999998, 0.334714, 0.17967999999999992, 0.13900363636363627, 0.12106444444444442, 0.1562908450704225, 0.2838344827586207, 0.26553099999999996, 0.2858149999999998, 0.4292560000000003, 0.3747420000000002, 0.2563359999999999, 0.22351399999999993, 0.15153699999999992, 0.11273399999999999]","[0.23541999999999996, 0.23542000000000002, 0.11819230769230771, 0.11819230769230771, 0.33106, 0.33106, 0.3277666666666666, 0.32776666666666665, 0.2954111111111111, 0.2954111111111111, 0.8149500000000001, 0.8149500000000001, 0.1486, 0.1486, 0.27683636363636366, 0.2768363636363636, 0.24062857142857141, 0.24062857142857141, 0.2525285714285714, 0.25252857142857144, 0.4564000000000001, 0.4564]","[0.0, 0.20435436754348624, 0.36546461527373303, 0.44581872155066204, 0.5675126297605132, 0.4432353358514024, 0.5164845683808906, 0.6360466766218235, 0.690407012754763, 0.7266397291836997, 0.745265782414508, 0.7638918356453163, 0.7825178888761267, 0.8011439421069351, 0.8197699953377433, 0.878097754233757, 0.8540893846947348, 0.9012311060359331, 1.0, 0.8606739776256725, 0.9444864873387073, 0.9220682401219844]","[0.7976189935558876, 0.7142860386646745, 1.0, 0.5119050322205622, 0.422619561219068, 0.9107145289985059, 0.9404759742235503, 0.8690480515528994, 0.9464284903338314, 0.08928547100149409, 0.10357128260089646, 0.11785709420029881, 0.13214290579970117, 0.14642871739910354, 0.1607145289985059, 0.23809496777943787, 0.12500056766318046, 0.04761899355588758, 0.1309519484471006, 0.23809496777943787, 0.2678575483308432, 0.0]","[0.013467682635095865, 0.0, 0.17171728848173087, 0.06733969758563002, 0.141414199796421, 0.48484877675988275, 0.5353537105003741, 0.4680133707096687, 0.6296294155612712, 0.3838382670738247, 0.39865316751598334, 0.41346806795814084, 0.4282829684002995, 0.443097868842457, 0.45791276928461566, 0.6700337478767094, 0.7373740876674149, 0.7104380801921477, 0.7441076078824251, 1.0, 0.9292932212043272, 0.8552187189935362]","[0.2117346702938728, 0.0, 0.18367329064829904, 0.05867335146936394, 0.07142874520304261, 0.35969383162491014, 0.4489796414865836, 0.5306122151080498, 0.67091814019888, 0.5586735947536235, 0.5801021696576841, 0.6015307445617455, 0.622959319465806, 0.6443878943698673, 0.6658164692739279, 1.0, 0.9438772407088525, 0.8443876024287554, 0.8443876024287554, 0.9489793982023239, 0.8341837740103318, 0.8418365236820197]"
"Row(start=datetime.datetime(2021, 2, 1, 19, 0), end=datetime.datetime(2021, 2, 12, 19, 0))","[-0.06458200000000008, -0.11231600000000018, -0.10782800000000003, 0.006783999999999995, 0.3155120000000001, 0.13303099999999998, 0.334714, 0.17967999999999992, 0.13900363636363627, 0.12106444444444442, 0.1562908450704225, 0.2838344827586207, 0.26553099999999996, 0.2858149999999998, 0.4292560000000003, 0.3747420000000002, 0.2563359999999999, 0.22351399999999993, 0.15153699999999992, 0.11273399999999999, 0.13197199999999998, -0.03944599999999997]","[0.11819230769230771, 0.11819230769230771, 0.33106, 0.33106, 0.3277666666666666, 0.32776666666666665, 0.2954111111111111, 0.2954111111111111, 0.8149500000000001, 0.8149500000000001, 0.1486, 0.1486, 0.27683636363636366, 0.2768363636363636, 0.24062857142857141, 0.24062857142857141, 0.2525285714285714, 0.25252857142857144, 0.4564000000000001, 0.4564, 0.36716, 0.36716]","[0.0, 0.1261485042262834, 0.31719666847586836, 0.12209282795906136, 0.23708733847570926, 0.42478877422753863, 0.5101294669455313, 0.5670114757605277, 0.596252654134261, 0.6254938325079943, 0.6547350108817308, 0.6839761892554641, 0.7132173676291973, 0.8047865466111059, 0.7670956301590978, 0.8411037662629259, 0.9961617815274023, 0.7774328311767296, 0.9090107084704231, 0.8738161367827207, 0.7895256060973044, 1.0]","[1.0, 0.5418998461335186, 0.4581012194238318, 0.9162013732903133, 0.9441338936744254, 0.8770954185296161, 0.9497206108627179, 0.14525145022355393, 0.15865935836398587, 0.1720672665044178, 0.18547517464484972, 0.19888308278528166, 0.2122909909257136, 0.28491618325881535, 0.17877175335330897, 0.1061454954628568, 0.18435740498425107, 0.28491618325881535, 0.3128497692002779, 0.06145282351386716, 0.0, 0.5195529773803486]","[0.10264944579530742, 0.0, 0.07284807528341807, 0.4105965200366312, 0.4602652603656804, 0.394039852212082, 0.552980073893959, 0.3112584078062336, 0.3258280228629177, 0.3403976379196006, 0.3549672529762847, 0.3695368680329676, 0.3841064830896517, 0.5927154451005779, 0.6589408532541763, 0.6324508163071968, 0.6655628888116967, 0.9172185555941517, 0.8476824454479427, 0.7748343701645246, 0.7086095935832254, 1.0]","[0.13279124666666323, 0.0, 0.01355044367817399, 0.3197832342528751, 0.41463427241379847, 0.5013550443678174, 0.6504063065517157, 0.5311655035632266, 0.5539297320459848, 0.576693960528744, 0.5994581890115023, 0.6222224174942615, 0.6449866459770198, 1.0, 0.9403790816091817, 0.8346882054022928, 0.8346882054022928, 0.9457992590804514, 0.8238483673563273, 0.831978116666658, 0.7289973291954039, 0.9512194365517209]"
"Row(start=datetime.datetime(2021, 2, 2, 19, 0), end=datetime.datetime(2021, 2, 13, 19, 0))","[-0.10782800000000003, 0.006783999999999995, 0.3155120000000001, 0.13303099999999998, 0.334714, 0.17967999999999992, 0.13900363636363627, 0.12106444444444442, 0.1562908450704225, 0.2838344827586207, 0.26553099999999996, 0.2858149999999998, 0.4292560000000003, 0.3747420000000002, 0.2563359999999999, 0.22351399999999993, 0.15153699999999992, 0.11273399999999999, 0.13197199999999998, -0.03944599999999997, 0.060182692307692305, 0.17251562499999995]","[0.33106, 0.33106, 0.3277666666666666, 0.32776666666666665, 0.2954111111111111, 0.2954111111111111, 0.8149500000000001, 0.8149500000000001, 0.1486, 0.1486, 0.27683636363636366, 0.2768363636363636, 0.24062857142857141, 0.24062857142857141, 0.2525285714285714, 0.25252857142857144, 0.4564000000000001, 0.4564, 0.36716, 0.36716, 0.6729, 0.6729]","[0.21504824368489353, 0.0, 0.1267497731182737, 0.3336389045092399, 0.4277035115166839, 0.4904002583389479, 0.5226306031434949, 0.5548609479480419, 0.5870912927525924, 0.6193216375571394, 0.6515519823616863, 0.7524817798662659, 0.7109379262731831, 0.7925115111158135, 0.9634202629044212, 0.7223318430590903, 0.8673602102344546, 0.8285678891369594, 0.7356607965079709, 0.9676508415502574, 0.9838254207751287, 1.0]","[0.4823536671565933, 0.9647062123439061, 0.9941175150624376, 0.9235299397502497, 1.0, 0.1529412424687812, 0.1670589819250749, 0.1811767213813686, 0.19529446083766228, 0.20941220029395596, 0.22352993975024965, 0.3, 0.18823615209415567, 0.11176496987512483, 0.1941175150624376, 0.3, 0.32941242468781207, 0.06470621234390603, 0.0, 0.5470587575312188, 0.5798319610580497, 0.6126051645848785]","[0.0, 0.3429397030362028, 0.3933718614168946, 0.32612855605618124, 0.4875117193862697, 0.24207474499513268, 0.25686829782567755, 0.2716618506562213, 0.2864554034867661, 0.30124895631730986, 0.3160425091478547, 0.527857830858635, 0.5951011362193485, 0.5682039423310004, 0.6018249537316707, 0.8573486163108206, 0.7867437228337892, 0.7127759586810672, 0.6455332946000403, 0.9414024273718691, 0.9707012136859345, 1.0]","[0.0, 0.30874299894224766, 0.40437153669495274, 0.4918031639659041, 0.6420762081961511, 0.5218579812653957, 0.5448088094807003, 0.5677596376960059, 0.5907104659113105, 0.6136612941266161, 0.6366121223419208, 0.9945355419074798, 0.9344259073084966, 0.8278686767137254, 0.8278686767137254, 0.9398905142963325, 0.8169399838716592, 0.8251363732198075, 0.7213114461189541, 0.9453551212841683, 0.9726775606420837, 1.0]"
"Row(start=datetime.datetime(2021, 2, 3, 19, 0), end=datetime.datetime(2021, 2, 14, 19, 0))","[0.3155120000000001, 0.13303099999999998, 0.334714, 0.17967999999999992, 0.13900363636363627, 0.12106444444444442, 0.1562908450704225, 0.2838344827586207, 0.26553099999999996, 0.2858149999999998, 0.4292560000000003, 0.3747420000000002, 0.2563359999999999, 0.22351399999999993, 0.15153699999999992, 0.11273399999999999, 0.13197199999999998, -0.03944599999999997, 0.060182692307692305, 0.17251562499999995, 0.20662071428571419, 0.26286]","[0.3277666666666666, 0.32776666666666665, 0.2954111111111111, 0.2954111111111111, 0.8149500000000001, 0.8149500000000001, 0.1486, 0.1486, 0.27683636363636366, 0.2768363636363636, 0.24062857142857141, 0.24062857142857141, 0.2525285714285714, 0.25252857142857144, 0.4564000000000001, 0.4564, 0.36716, 0.36716, 0.6729, 0.6729, 0.3033, 0.3033]","[0.0, 0.2284554679939844, 0.3323254667274906, 0.4015577871528356, 0.43714785636732584, 0.47273792558181615, 0.5083279947963104, 0.5439180640108007, 0.579508133225291, 0.6909589569994664, 0.6450845292271058, 0.735161428752355, 0.9238858852360028, 0.6576661596593489, 0.8178124335244537, 0.7749763608350975, 0.6723845369736201, 0.9285574637665996, 0.9464180978249487, 0.9642787318832978, 0.9821393659416469, 1.0]","[0.9941175150624376, 0.9235299397502497, 1.0, 0.1529412424687812, 0.1670589819250749, 0.1811767213813686, 0.19529446083766228, 0.20941220029395596, 0.22352993975024965, 0.3, 0.18823615209415567, 0.11176496987512483, 0.1941175150624376, 0.3, 0.32941242468781207, 0.06470621234390603, 0.0, 0.5470587575312188, 0.5798319610580497, 0.6126051645848785, 0.6453783681117093, 0.6781515716385402]","[0.1852944110091253, 0.10294116492090058, 0.3005880130781271, 0.0, 0.018117745554560454, 0.036235491109119444, 0.0543532366636799, 0.07247098221823889, 0.09058872777279935, 0.3500001178068141, 0.43235336389503887, 0.39941222253550107, 0.4405880602008528, 0.7535292958058418, 0.6670590942540905, 0.5764703664812911, 0.49411790577182707, 0.8564704607267424, 0.8923528455450568, 0.9282352303633712, 0.9641176151816856, 1.0]","[0.0, 0.13445365451893937, 0.3655457730474919, 0.18067239878744823, 0.21596652316901901, 0.2512606475505913, 0.28655477193216206, 0.32184889631373437, 0.3571430206953051, 0.9075629694098366, 0.8151254808728189, 0.651260189603736, 0.651260189603736, 0.8235290346320016, 0.6344538834923665, 0.6470584127241447, 0.48739489833465316, 0.8319325883911842, 0.8739494412933875, 0.9159662941955922, 0.9579831470977953, 1.0]"
