window,TwitterScore,NewsScore,StockPrice_IXIC,StockPrice_COG,StockPrice_DVN,StockPrice_HFC
"Row(start=datetime.datetime(2021, 2, 26, 19, 0), end=datetime.datetime(2021, 3, 9, 19, 0))","[0.08920699999999997, 0.21098100000000006, 0.27658444444444447, 0.14887692307692307, 0.2676199999999998, 0.32849199999999973, 0.16933999999999982, 0.2700809999999999, 0.41213628318584095, 0.34656896551724137, 0.3273469999999998, 0.2629449999999999, 0.1655189999999999, 0.20939900000000006, 0.24573199999999995, 0.2405410000000001, 0.19017840000000003, 0.20160666666666655, 0.21310999999999997, 0.25071799999999983, 0.21884999999999993, 0.34262200000000015]","[-0.5574, -0.5574, 0.0, 0.0, 0.4600000000000001, 0.45999999999999996, 0.47048999999999996, 0.47048999999999996, 0.49237142857142857, 0.49237142857142857, 0.3304538461538461, 0.3304538461538461, 0.5046999999999999, 0.9647333333333333, 0.6971999999999999, 0.9978, -0.014000000000000012, 0.981, 0.23788333333333336, 0.7646545454545456, 0.9157727272727274, 0.5587214285714286]","[0.6320891231952448, 0.6752705222684728, 0.718451921341699, 0.761633320414927, 0.804814719488155, 0.9892757507714064, 1.0, 0.7569801303082568, 0.7342190823592757, 0.39240003273977697, 0.34821119522867056, 0.1154303949383516, 0.2533398023976956, 0.31403954610046575, 0.3108302590485541, 0.30762097199664246, 0.30441168494473264, 0.301202397892821, 0.29799311084090935, 0.0, 0.31698809830216645, 0.46921622749017067]","[0.011427761777215866, 0.051427652785687235, 0.0914275437941586, 0.13142743480262997, 0.17142732581110134, 0.4714292331628524, 0.5571428960684031, 0.3428573764104185, 0.5285707668371475, 0.2142855196579846, 0.27142705333227973, 0.17142732581110134, 0.4714292331628524, 0.628570494358326, 0.7028563954866608, 0.7771422966149956, 0.8514281977433305, 0.9257140988716652, 1.0, 0.7714284157263877, 0.3857128454690859, 0.0]","[0.0, 0.024829522566612396, 0.049659045133223924, 0.07448856769983632, 0.09931809026644785, 0.18451780566844808, 0.2064263171804223, 0.2039919865345256, 0.2672831904245516, 0.2551120014961641, 0.31353454409439674, 0.48149964425250047, 0.7005842950711468, 0.9659202995596383, 0.9727362396477106, 0.979552179735783, 0.9863681198238553, 0.9931840599119277, 1.0, 0.7127554839995344, 0.7224928065831211, 0.5326191949130431]","[0.29260304381360797, 0.33863043019315986, 0.3846578165727098, 0.4306852029522617, 0.47671258933181165, 0.32876719487137684, 0.27945206338456524, 0.0, 0.1561642346675362, 0.5616433917974637, 0.6383563991781159, 0.5506852865620291, 0.8273970397961594, 0.819178199589058, 0.847123301415304, 0.8750684032415499, 0.9030135050677979, 0.9309586068940439, 0.9589037087202897, 1.0, 0.8739718611325361, 0.5013701550752174]"
"Row(start=datetime.datetime(2021, 2, 27, 19, 0), end=datetime.datetime(2021, 3, 10, 19, 0))","[0.27658444444444447, 0.14887692307692307, 0.2676199999999998, 0.32849199999999973, 0.16933999999999982, 0.2700809999999999, 0.41213628318584095, 0.34656896551724137, 0.3273469999999998, 0.2629449999999999, 0.1655189999999999, 0.20939900000000006, 0.24573199999999995, 0.2405410000000001, 0.19017840000000003, 0.20160666666666655, 0.21310999999999997, 0.25071799999999983, 0.21884999999999993, 0.34262200000000015, 0.3102650000000001, 0.14888999999999997]","[0.0, 0.0, 0.4600000000000001, 0.45999999999999996, 0.47048999999999996, 0.47048999999999996, 0.49237142857142857, 0.49237142857142857, 0.3304538461538461, 0.3304538461538461, 0.5046999999999999, 0.9647333333333333, 0.6971999999999999, 0.9978, -0.014000000000000012, 0.981, 0.23788333333333336, 0.7646545454545456, 0.9157727272727274, 0.5587214285714286, 0.6439586206896553, 0.5239750000000001]","[0.718451921341699, 0.761633320414927, 0.804814719488155, 0.9892757507714064, 1.0, 0.7569801303082568, 0.7342190823592757, 0.39240003273977697, 0.34821119522867056, 0.1154303949383516, 0.2533398023976956, 0.31403954610046575, 0.3108302590485541, 0.30762097199664246, 0.30441168494473264, 0.301202397892821, 0.29799311084090935, 0.0, 0.31698809830216645, 0.46921622749017067, 0.6317041349746612, 0.4641770630250568]","[0.0914275437941586, 0.13142743480262997, 0.17142732581110134, 0.4714292331628524, 0.5571428960684031, 0.3428573764104185, 0.5285707668371475, 0.2142855196579846, 0.27142705333227973, 0.17142732581110134, 0.4714292331628524, 0.628570494358326, 0.7028563954866608, 0.7771422966149956, 0.8514281977433305, 0.9257140988716652, 1.0, 0.7714284157263877, 0.3857128454690859, 0.0, 0.18571339042672907, 0.9428584663257048]","[0.0, 0.02612696258059628, 0.05225392516119165, 0.1419056601155628, 0.16495897734847684, 0.16239744337119189, 0.22899586109264902, 0.21618867976887482, 0.277664029535762, 0.4544059654672194, 0.6849386492337091, 0.9641395014433118, 0.9713116011546494, 0.9784837008659871, 0.9856558005773247, 0.9928279002886624, 1.0, 0.6977458305574833, 0.7079919664666231, 0.5081967133022517, 0.4979510659557625, 0.5261269625805958]","[0.3518799565946906, 0.39398520968875406, 0.4360904627828157, 0.3007519443953134, 0.2556391049328126, 0.0, 0.14285700627656064, 0.5137840538072862, 0.5839601130067738, 0.5037597219765668, 0.7568920269036431, 0.7493735390145848, 0.7749373539014581, 0.8005011687883314, 0.8260649836752066, 0.85162879856208, 0.8771926134489534, 0.9147869650223958, 0.7994980663604074, 0.4586468825140661, 0.48370914618697747, 1.0]"
"Row(start=datetime.datetime(2021, 2, 28, 19, 0), end=datetime.datetime(2021, 3, 11, 19, 0))","[0.2676199999999998, 0.32849199999999973, 0.16933999999999982, 0.2700809999999999, 0.41213628318584095, 0.34656896551724137, 0.3273469999999998, 0.2629449999999999, 0.1655189999999999, 0.20939900000000006, 0.24573199999999995, 0.2405410000000001, 0.19017840000000003, 0.20160666666666655, 0.21310999999999997, 0.25071799999999983, 0.21884999999999993, 0.34262200000000015, 0.3102650000000001, 0.14888999999999997, 0.213911, 0.2057479999999999]","[0.4600000000000001, 0.45999999999999996, 0.47048999999999996, 0.47048999999999996, 0.49237142857142857, 0.49237142857142857, 0.3304538461538461, 0.3304538461538461, 0.5046999999999999, 0.9647333333333333, 0.6971999999999999, 0.9978, -0.014000000000000012, 0.981, 0.23788333333333336, 0.7646545454545456, 0.9157727272727274, 0.5587214285714286, 0.6439586206896553, 0.5239750000000001, 0.8474239999999998, 0.26224]","[0.804814719488155, 0.9892757507714064, 1.0, 0.7569801303082568, 0.7342190823592757, 0.39240003273977697, 0.34821119522867056, 0.1154303949383516, 0.2533398023976956, 0.31403954610046575, 0.3108302590485541, 0.30762097199664246, 0.30441168494473264, 0.301202397892821, 0.29799311084090935, 0.0, 0.31698809830216645, 0.46921622749017067, 0.6317041349746612, 0.4641770630250568, 0.670661511137934, 0.7972510421011837]","[0.15584306206821386, 0.4285721363088028, 0.5064936673429097, 0.3116886012172375, 0.4805189979712708, 0.19480506612567222, 0.24675192778814023, 0.15584306206821386, 0.4285721363088028, 0.5714278636911972, 0.6389605178089725, 0.7064931719267478, 0.7740258260445231, 0.8415584801622983, 0.9090911342800736, 0.701298733468582, 0.3506481281938861, 0.0, 0.1688303967540333, 0.8571442726176056, 0.8701316073034251, 1.0]","[0.0, 0.09459467818911203, 0.11891903873772725, 0.11621627473237842, 0.18648659237287524, 0.17297328784565533, 0.2378380774754545, 0.4243246698483297, 0.6675677598349576, 0.9621623349241649, 0.9697298679393319, 0.9772974009544989, 0.9848649339696659, 0.992432466984833, 1.0, 0.6810810643621776, 0.6918921203835728, 0.48108116746208246, 0.4702706269402113, 0.5, 0.5810813736618922, 0.6999998969000951]","[0.4055947102875872, 0.27972039786661546, 0.23776229372629154, 0.0, 0.13286703337548172, 0.47785519803520904, 0.5431238540349529, 0.4685318664980731, 0.7039626604351066, 0.6969699394805966, 0.7207460799325622, 0.7445222203845279, 0.7682983608364952, 0.7920745012884607, 0.8158506417404263, 0.8508160249262403, 0.7435892647861725, 0.4265737623577492, 0.4498834250105371, 0.9300701228350041, 0.9020974606037002, 1.0]"
"Row(start=datetime.datetime(2021, 3, 1, 19, 0), end=datetime.datetime(2021, 3, 12, 19, 0))","[0.16933999999999982, 0.2700809999999999, 0.41213628318584095, 0.34656896551724137, 0.3273469999999998, 0.2629449999999999, 0.1655189999999999, 0.20939900000000006, 0.24573199999999995, 0.2405410000000001, 0.19017840000000003, 0.20160666666666655, 0.21310999999999997, 0.25071799999999983, 0.21884999999999993, 0.34262200000000015, 0.3102650000000001, 0.14888999999999997, 0.213911, 0.2057479999999999, 0.098527, 0.09381600000000004]","[0.47048999999999996, 0.47048999999999996, 0.49237142857142857, 0.49237142857142857, 0.3304538461538461, 0.3304538461538461, 0.5046999999999999, 0.9647333333333333, 0.6971999999999999, 0.9978, -0.014000000000000012, 0.981, 0.23788333333333336, 0.7646545454545456, 0.9157727272727274, 0.5587214285714286, 0.6439586206896553, 0.5239750000000001, 0.8474239999999998, 0.26224, 0.6773521739130435, 0.9727285714285714]","[1.0, 0.7569801303082568, 0.7342190823592757, 0.39240003273977697, 0.34821119522867056, 0.1154303949383516, 0.2533398023976956, 0.31403954610046575, 0.3108302590485541, 0.30762097199664246, 0.30441168494473264, 0.301202397892821, 0.29799311084090935, 0.0, 0.31698809830216645, 0.46921622749017067, 0.6317041349746612, 0.4641770630250568, 0.670661511137934, 0.7972510421011837, 0.6196663501164136, 0.7176687306532079]","[0.4431815472513563, 0.2727272727272727, 0.4204537326631597, 0.17045427452408354, 0.2159077362567814, 0.13636255264178876, 0.3750002709304619, 0.4999989162781524, 0.5590899337412463, 0.6181809512043401, 0.6772719686674339, 0.7363629861305278, 0.7954540035936216, 0.6136358217754398, 0.3068168271658723, 0.0, 0.147726459935887, 0.7500005418609238, 0.7613644491550221, 0.8749991872086142, 1.0, 0.3068168271658723]","[0.003058173541870088, 0.0, 0.07951076222773623, 0.06422047780534781, 0.13761489294934387, 0.34862420104268377, 0.6238534036544094, 0.9571867369877428, 0.9657493895901943, 0.9743120421926457, 0.9828746947950971, 0.9914373473975485, 1.0, 0.6391436880767979, 0.6513763822442783, 0.41284409556106955, 0.4006119846805512, 0.43425072706719814, 0.5259941834624148, 0.6605503195829265, 0.642201861618668, 0.5412844678848031]","[0.21982771377928026, 0.0, 0.12284477797472435, 0.4418102385172664, 0.5021556330918454, 0.4331901725493033, 0.6508622532367382, 0.644396998227481, 0.6663796873920947, 0.6883623765567085, 0.7103450657213238, 0.7323277548859376, 0.7543104440505514, 0.7866383633631164, 0.6874997944667152, 0.394396998227481, 0.415948396347098, 0.85991426795621, 0.834051603652902, 0.9245692844482006, 1.0, 0.8750004110665698]"
"Row(start=datetime.datetime(2021, 3, 2, 19, 0), end=datetime.datetime(2021, 3, 13, 19, 0))","[0.41213628318584095, 0.34656896551724137, 0.3273469999999998, 0.2629449999999999, 0.1655189999999999, 0.20939900000000006, 0.24573199999999995, 0.2405410000000001, 0.19017840000000003, 0.20160666666666655, 0.21310999999999997, 0.25071799999999983, 0.21884999999999993, 0.34262200000000015, 0.3102650000000001, 0.14888999999999997, 0.213911, 0.2057479999999999, 0.098527, 0.09381600000000004, 0.08537599999999995, 0.13148599999999994]","[0.49237142857142857, 0.49237142857142857, 0.3304538461538461, 0.3304538461538461, 0.5046999999999999, 0.9647333333333333, 0.6971999999999999, 0.9978, -0.014000000000000012, 0.981, 0.23788333333333336, 0.7646545454545456, 0.9157727272727274, 0.5587214285714286, 0.6439586206896553, 0.5239750000000001, 0.8474239999999998, 0.26224, 0.6773521739130435, 0.9727285714285714, 0.7505222222222222, 0.23725000000000002]","[0.9209383789881478, 0.4921913074024872, 0.4367648041085622, 0.1447855052457889, 0.31776666196636066, 0.3939029609454047, 0.38987751992063857, 0.3858520788958725, 0.38182663787110865, 0.3778011968463425, 0.3737757558215764, 0.0, 0.39760135962536086, 0.5885426330124756, 0.7923528494986752, 0.5822219583453934, 0.8412174782116077, 1.0, 0.7772537348878977, 0.9001791063976112, 0.9011089367828122, 0.9020387671680156]","[0.4204537326631597, 0.17045427452408354, 0.2159077362567814, 0.13636255264178876, 0.3750002709304619, 0.4999989162781524, 0.5590899337412463, 0.6181809512043401, 0.6772719686674339, 0.7363629861305278, 0.7954540035936216, 0.6136358217754398, 0.3068168271658723, 0.0, 0.147726459935887, 0.7500005418609238, 0.7613644491550221, 0.8749991872086142, 1.0, 0.3068168271658723, 0.3068168271658723, 0.3068168271658723]","[0.016339622806159117, 0.0, 0.07843131143954359, 0.30392172140114104, 0.5980392951285933, 0.9542485574894302, 0.9633988459915441, 0.9725491344936581, 0.9816994229957721, 0.990849711497886, 1.0, 0.6143789179347524, 0.6274511148330041, 0.37254888516699586, 0.3594773115853997, 0.39542460642228083, 0.4934642132092019, 0.6372546391900374, 0.6176469671593153, 0.5098038360153611, 0.508474460059607, 0.5071450841038516]","[0.0, 0.3636362784298068, 0.43243298972937205, 0.3538089801916909, 0.6019658345564735, 0.5945951265598551, 0.6196564710204828, 0.6447178154811104, 0.6697791599417399, 0.6948405044023676, 0.7199018488629951, 0.7567572633903382, 0.6437344295668116, 0.3095828576677295, 0.33415250917120776, 0.8402953906831402, 0.8108106841524154, 0.9140052824657006, 1.0, 0.8574943341900001, 0.8574943341900001, 0.8574943341900001]"
"Row(start=datetime.datetime(2021, 3, 3, 19, 0), end=datetime.datetime(2021, 3, 14, 20, 0))","[0.3273469999999998, 0.2629449999999999, 0.1655189999999999, 0.20939900000000006, 0.24573199999999995, 0.2405410000000001, 0.19017840000000003, 0.20160666666666655, 0.21310999999999997, 0.25071799999999983, 0.21884999999999993, 0.34262200000000015, 0.3102650000000001, 0.14888999999999997, 0.213911, 0.2057479999999999, 0.098527, 0.09381600000000004, 0.08537599999999995, 0.13148599999999994, 0.23621157024793385, 0.2739303797468354]","[0.3304538461538461, 0.3304538461538461, 0.5046999999999999, 0.9647333333333333, 0.6971999999999999, 0.9978, -0.014000000000000012, 0.981, 0.23788333333333336, 0.7646545454545456, 0.9157727272727274, 0.5587214285714286, 0.6439586206896553, 0.5239750000000001, 0.8474239999999998, 0.26224, 0.6773521739130435, 0.9727285714285714, 0.7505222222222222, 0.23725000000000002, 0.641676923076923, 0.010825000000000029]","[0.4367648041085622, 0.1447855052457889, 0.31776666196636066, 0.3939029609454047, 0.38987751992063857, 0.3858520788958725, 0.38182663787110865, 0.3778011968463425, 0.3737757558215764, 0.0, 0.39760135962536086, 0.5885426330124756, 0.7923528494986752, 0.5822219583453934, 0.8412174782116077, 1.0, 0.7772537348878977, 0.9001791063976112, 0.9011089367828122, 0.9020387671680156, 0.9029685975532165, 0.9038984279384175]","[0.2159077362567814, 0.13636255264178876, 0.3750002709304619, 0.4999989162781524, 0.5590899337412463, 0.6181809512043401, 0.6772719686674339, 0.7363629861305278, 0.7954540035936216, 0.6136358217754398, 0.3068168271658723, 0.0, 0.147726459935887, 0.7500005418609238, 0.7613644491550221, 0.8749991872086142, 1.0, 0.3068168271658723, 0.3068168271658723, 0.3068168271658723, 0.3068168271658723, 0.3068168271658723]","[0.0, 0.24468106692494784, 0.5638299023599722, 0.9503548209932824, 0.9602838567946259, 0.9702128925959694, 0.980141928397313, 0.9900709641986565, 1.0, 0.5815601301867037, 0.5957448535399583, 0.3191488354350243, 0.3049647884466064, 0.3439714249383832, 0.45035482099328233, 0.6063827196900626, 0.5851063110250174, 0.4680850488200139, 0.4666425345807002, 0.46520002034138525, 0.46375750610207156, 0.4623149918627579]","[0.17793609765633484, 0.06405710375985578, 0.4234874237059884, 0.41281169226090925, 0.4491105367188683, 0.4854093811768273, 0.5217082256347889, 0.558007070092748, 0.594305914550707, 0.6476872868654836, 0.4839850452876909, 0.0, 0.03558667651339082, 0.768683887573579, 0.7259782467038814, 0.8754452746584418, 1.0, 0.7935948326418906, 0.7935948326418906, 0.7935948326418906, 0.7935948326418906, 0.7935948326418906]"
"Row(start=datetime.datetime(2021, 3, 4, 19, 0), end=datetime.datetime(2021, 3, 15, 20, 0))","[0.1655189999999999, 0.20939900000000006, 0.24573199999999995, 0.2405410000000001, 0.19017840000000003, 0.20160666666666655, 0.21310999999999997, 0.25071799999999983, 0.21884999999999993, 0.34262200000000015, 0.3102650000000001, 0.14888999999999997, 0.213911, 0.2057479999999999, 0.098527, 0.09381600000000004, 0.08537599999999995, 0.13148599999999994, 0.23621157024793385, 0.2739303797468354, 0.1472949999999999, 0.2893229999999999]","[0.5046999999999999, 0.9647333333333333, 0.6971999999999999, 0.9978, -0.014000000000000012, 0.981, 0.23788333333333336, 0.7646545454545456, 0.9157727272727274, 0.5587214285714286, 0.6439586206896553, 0.5239750000000001, 0.8474239999999998, 0.26224, 0.6773521739130435, 0.9727285714285714, 0.7505222222222222, 0.23725000000000002, 0.641676923076923, 0.010825000000000029, 0.8177900000000001, 0.6033125]","[0.29496201331170213, 0.36563436104633606, 0.3618978073695434, 0.35816125369275076, 0.3544247000159602, 0.35068814633916756, 0.34695159266237485, 0.0, 0.36906734269997693, 0.5463056409973788, 0.7354893376641717, 0.5404385720174106, 0.7808471772050019, 0.9282346092773172, 0.7214738169130032, 0.8355774011065912, 0.8364405018508925, 0.8373036025951958, 0.8381667033394969, 0.8390298040837982, 0.8398209797660751, 1.0]","[0.3750002709304619, 0.4999989162781524, 0.5590899337412463, 0.6181809512043401, 0.6772719686674339, 0.7363629861305278, 0.7954540035936216, 0.6136358217754398, 0.3068168271658723, 0.0, 0.147726459935887, 0.7500005418609238, 0.7613644491550221, 0.8749991872086142, 1.0, 0.3068168271658723, 0.3068168271658723, 0.3068168271658723, 0.3068168271658723, 0.3068168271658723, 0.3068168271658723, 0.4886350089840541]","[0.37244892001198904, 0.9285717066107178, 0.9428573652885742, 0.9571430239664307, 0.9714286826442871, 0.9857143413221435, 1.0, 0.3979587467545864, 0.41836738665867396, 0.02040766676657545, 0.0, 0.05612181346121658, 0.20918369332933698, 0.43367289344922755, 0.4030609067306083, 0.23469352007193434, 0.23261806516643435, 0.23054261026093256, 0.2284671553554326, 0.22639170044993262, 0.22448920011989054, 0.41836738665867396]","[0.4234874237059884, 0.41281169226090925, 0.4491105367188683, 0.4854093811768273, 0.5217082256347889, 0.558007070092748, 0.594305914550707, 0.6476872868654836, 0.4839850452876909, 0.0, 0.03558667651339082, 0.768683887573579, 0.7259782467038814, 0.8754452746584418, 1.0, 0.7935948326418906, 0.7935948326418906, 0.7935948326418906, 0.7935948326418906, 0.7935948326418906, 0.7935948326418906, 0.6120992528074024]"
"Row(start=datetime.datetime(2021, 3, 5, 19, 0), end=datetime.datetime(2021, 3, 16, 20, 0))","[0.24573199999999995, 0.2405410000000001, 0.19017840000000003, 0.20160666666666655, 0.21310999999999997, 0.25071799999999983, 0.21884999999999993, 0.34262200000000015, 0.3102650000000001, 0.14888999999999997, 0.213911, 0.2057479999999999, 0.098527, 0.09381600000000004, 0.08537599999999995, 0.13148599999999994, 0.23621157024793385, 0.2739303797468354, 0.1472949999999999, 0.2893229999999999, 0.08449599999999995, 0.3371979999999998]","[0.6971999999999999, 0.9978, -0.014000000000000012, 0.981, 0.23788333333333336, 0.7646545454545456, 0.9157727272727274, 0.5587214285714286, 0.6439586206896553, 0.5239750000000001, 0.8474239999999998, 0.26224, 0.6773521739130435, 0.9727285714285714, 0.7505222222222222, 0.23725000000000002, 0.641676923076923, 0.010825000000000029, 0.8177900000000001, 0.6033125, -0.22999999999999998, 0.9827166666666667]","[0.33677113850585355, 0.33329401482564086, 0.3298168911454301, 0.3263397674652174, 0.3228626437850047, 0.0, 0.34344289093601554, 0.5083754832009539, 0.6844241013904648, 0.5029157665078968, 0.7266327330850284, 0.8637870133533345, 0.6713816822765416, 0.7775630217982661, 0.7783661972096241, 0.779169372620984, 0.779972548032342, 0.7807757234436998, 0.7815119675707787, 0.9305697123552, 1.0, 0.9435458883311644]","[0.5590899337412463, 0.6181809512043401, 0.6772719686674339, 0.7363629861305278, 0.7954540035936216, 0.6136358217754398, 0.3068168271658723, 0.0, 0.147726459935887, 0.7500005418609238, 0.7613644491550221, 0.8749991872086142, 1.0, 0.3068168271658723, 0.3068168271658723, 0.3068168271658723, 0.3068168271658723, 0.3068168271658723, 0.3068168271658723, 0.4886350089840541, 0.3068168271658723, 0.36363636363636365]","[0.9500002128737531, 0.9625001596553148, 0.9750001064368765, 0.9875000532184383, 1.0, 0.47321409564843475, 0.4910716490478157, 0.14285702121499824, 0.12500031931062963, 0.17410688816890255, 0.3080359841792227, 0.504463962602339, 0.47767848399828, 0.3303570744334365, 0.3285410520538388, 0.3267250296742396, 0.32490900729464195, 0.3230929849150443, 0.32142829773374604, 0.4910716490478157, 0.23214308522187832, 0.0]","[0.4491105367188683, 0.4854093811768273, 0.5217082256347889, 0.558007070092748, 0.594305914550707, 0.6476872868654836, 0.4839850452876909, 0.0, 0.03558667651339082, 0.768683887573579, 0.7259782467038814, 0.8754452746584418, 1.0, 0.7935948326418906, 0.7935948326418906, 0.7935948326418906, 0.7935948326418906, 0.7935948326418906, 0.7935948326418906, 0.6120992528074024, 0.3594303199461326, 0.08896804882816742]"
"Row(start=datetime.datetime(2021, 3, 6, 19, 0), end=datetime.datetime(2021, 3, 17, 20, 0))","[0.19017840000000003, 0.20160666666666655, 0.21310999999999997, 0.25071799999999983, 0.21884999999999993, 0.34262200000000015, 0.3102650000000001, 0.14888999999999997, 0.213911, 0.2057479999999999, 0.098527, 0.09381600000000004, 0.08537599999999995, 0.13148599999999994, 0.23621157024793385, 0.2739303797468354, 0.1472949999999999, 0.2893229999999999, 0.08449599999999995, 0.3371979999999998, 0.3861059999999996, 0.316164]","[-0.014000000000000012, 0.981, 0.23788333333333336, 0.7646545454545456, 0.9157727272727274, 0.5587214285714286, 0.6439586206896553, 0.5239750000000001, 0.8474239999999998, 0.26224, 0.6773521739130435, 0.9727285714285714, 0.7505222222222222, 0.23725000000000002, 0.641676923076923, 0.010825000000000029, 0.8177900000000001, 0.6033125, -0.22999999999999998, 0.9827166666666667, 0.6290727272727273, 0.21688333333333332]","[0.3290858985634719, 0.3256164814370623, 0.3221470643106527, 0.0, 0.3426816982489806, 0.5072487407052051, 0.6829071719836891, 0.5018011247034994, 0.7250222542043122, 0.8618725513712321, 0.6698936595506516, 0.775839663121985, 0.7766410584084207, 0.7774424536948583, 0.7782438489812941, 0.7790452442677297, 0.7797798566136297, 0.9285072359478692, 0.9977836411609499, 0.9414546520615122, 0.7944521734495349, 1.0]","[0.6772719686674339, 0.7363629861305278, 0.7954540035936216, 0.6136358217754398, 0.3068168271658723, 0.0, 0.147726459935887, 0.7500005418609238, 0.7613644491550221, 0.8749991872086142, 1.0, 0.3068168271658723, 0.3068168271658723, 0.3068168271658723, 0.3068168271658723, 0.3068168271658723, 0.3068168271658723, 0.4886350089840541, 0.3068168271658723, 0.36363636363636365, 0.38636417822456015, 0.0]","[0.9761703205237985, 0.9880851602618992, 1.0, 0.49787229207265454, 0.5148939554914181, 0.182978823563787, 0.16595797178260774, 0.21276592290903895, 0.34042596363701294, 0.5276593914179065, 0.5021277079273454, 0.3617022312728831, 0.35997121465402615, 0.3582401980351677, 0.3565091814163108, 0.3547781647974539, 0.3531913995635013, 0.5148939554914181, 0.2680855173824363, 0.04680876276401556, 0.0, 0.11914920901859218]","[0.550501779768057, 0.5846154042433758, 0.6187290287186946, 0.6688967989691379, 0.515049565583496, 0.06020081397277401, 0.09364514359347291, 0.7826093058266672, 0.7424745792985545, 0.8829435705081589, 1.0, 0.8060205917250354, 0.8060205917250354, 0.8060205917250354, 0.8060205917250354, 0.8060205917250354, 0.8060205917250354, 0.635451193529044, 0.3979931360916549, 0.14381291384391626, 0.18060116609892704, 0.0]"
"Row(start=datetime.datetime(2021, 3, 7, 19, 0), end=datetime.datetime(2021, 3, 18, 20, 0))","[0.21310999999999997, 0.25071799999999983, 0.21884999999999993, 0.34262200000000015, 0.3102650000000001, 0.14888999999999997, 0.213911, 0.2057479999999999, 0.098527, 0.09381600000000004, 0.08537599999999995, 0.13148599999999994, 0.23621157024793385, 0.2739303797468354, 0.1472949999999999, 0.2893229999999999, 0.08449599999999995, 0.3371979999999998, 0.3861059999999996, 0.316164, 0.2355249999999999, 0.3177629999999999]","[0.23788333333333336, 0.7646545454545456, 0.9157727272727274, 0.5587214285714286, 0.6439586206896553, 0.5239750000000001, 0.8474239999999998, 0.26224, 0.6773521739130435, 0.9727285714285714, 0.7505222222222222, 0.23725000000000002, 0.641676923076923, 0.010825000000000029, 0.8177900000000001, 0.6033125, -0.22999999999999998, 0.9827166666666667, 0.6290727272727273, 0.21688333333333332, 0.656, 0.64966]","[0.3221470643106527, 0.0, 0.3426816982489806, 0.5072487407052051, 0.6829071719836891, 0.5018011247034994, 0.7250222542043122, 0.8618725513712321, 0.6698936595506516, 0.775839663121985, 0.7766410584084207, 0.7774424536948583, 0.7782438489812941, 0.7790452442677297, 0.7797798566136297, 0.9285072359478692, 0.9977836411609499, 0.9414546520615122, 0.7944521734495349, 1.0, 0.8078686602169451, 0.5534799179126356]","[0.8815787822586515, 0.7763157564517303, 0.5986839298397074, 0.4210533580619336, 0.5065790959672137, 0.8552636532240456, 0.8618427491912594, 0.9276311991948983, 1.0, 0.5986839298397074, 0.5986839298397074, 0.5986839298397074, 0.5986839298397074, 0.5986839298397074, 0.5986839298397074, 0.7039469556466287, 0.5986839298397074, 0.631579409675776, 0.6447376016102033, 0.4210533580619336, 0.35526365322404563, 0.0]","[1.0, 0.6519172514369821, 0.663716933658014, 0.4336281941062354, 0.42182907452501944, 0.45427707535322526, 0.5427730040915167, 0.6725661326839719, 0.6548671719922401, 0.5575220442279907, 0.5563220765444962, 0.5551221088610006, 0.553922141177506, 0.5527221734940115, 0.5516222031174747, 0.663716933658014, 0.49262547993176303, 0.33923298689724396, 0.3067844234292222, 0.38938051105699767, 0.3510321064784599, 0.0]","[0.797153094962223, 0.8238437630027239, 0.741992697772067, 0.5000003393859422, 0.5177936655650199, 0.8843420222922262, 0.8629892163510717, 0.9377226796013437, 1.0, 0.8967974863719574, 0.8967974863719574, 0.8967974863719574, 0.8967974863719574, 0.8967974863719574, 0.8967974863719574, 0.8060497580517618, 0.6797153773734107, 0.5444843336055208, 0.5640567208937525, 0.4679718092460949, 0.41814927415528536, 0.0]"
